time,gFx,gFy,gFz
2026-07-15 17:1:52.4300,-0.153,-0.989,0.175,1.016
2026-07-15 17:1:52.4390,-0.151,-0.977,0.182,1.005
2026-07-15 17:1:52.4490,-0.145,-0.97,0.191,0.999
2026-07-15 17:1:52.4590,-0.139,-0.957,0.195,0.987
2026-07-15 17:1:52.4690,-0.131,-0.95,0.199,0.979
2026-07-15 17:1:52.4870,-0.127,-0.946,0.198,0.975
2026-07-15 17:1:52.4890,-0.12,-0.94,0.198,0.968
2026-07-15 17:1:52.5170,-0.109,-0.943,0.188,0.968
2026-07-15 17:1:52.5170,-0.109,-0.943,0.188,0.968
2026-07-15 17:1:52.5180,-0.109,-0.952,0.183,0.976
2026-07-15 17:1:52.5350,-0.109,-0.962,0.18,0.985
2026-07-15 17:1:52.5390,-0.107,-0.976,0.177,0.998
2026-07-15 17:1:52.5490,-0.107,-0.989,0.178,1.011
2026-07-15 17:1:52.5590,-0.105,-0.999,0.177,1.02
2026-07-15 17:1:52.5690,-0.103,-1.001,0.174,1.021
2026-07-15 17:1:52.5860,-0.1,-1.0,0.172,1.02
2026-07-15 17:1:52.5890,-0.098,-0.998,0.17,1.017
2026-07-15 17:1:52.6160,-0.105,-0.994,0.16,1.012
2026-07-15 17:1:52.6160,-0.105,-0.994,0.16,1.012
2026-07-15 17:1:52.6190,-0.109,-0.989,0.154,1.007
2026-07-15 17:1:52.6360,-0.116,-0.984,0.148,1.002
2026-07-15 17:1:52.6390,-0.122,-0.975,0.142,0.993
2026-07-15 17:1:52.6490,-0.124,-0.968,0.142,0.986
2026-07-15 17:1:52.6590,-0.127,-0.958,0.14,0.976
2026-07-15 17:1:52.6690,-0.133,-0.948,0.141,0.968
2026-07-15 17:1:52.6860,-0.138,-0.941,0.145,0.962
2026-07-15 17:1:52.6890,-0.147,-0.936,0.151,0.959
2026-07-15 17:1:52.7150,-0.16,-0.942,0.169,0.97
2026-07-15 17:1:52.7150,-0.16,-0.942,0.169,0.97
2026-07-15 17:1:52.7190,-0.164,-0.951,0.179,0.981
2026-07-15 17:1:52.7360,-0.164,-0.961,0.191,0.993
2026-07-15 17:1:52.7390,-0.162,-0.975,0.202,1.009
2026-07-15 17:1:52.7490,-0.158,-0.982,0.207,1.016
2026-07-15 17:1:52.7590,-0.151,-0.988,0.202,1.02
2026-07-15 17:1:52.7690,-0.145,-0.996,0.202,1.027
2026-07-15 17:1:52.7860,-0.141,-0.997,0.197,1.026
2026-07-15 17:1:52.7890,-0.14,-0.999,0.183,1.025
2026-07-15 17:1:52.8160,-0.142,-0.995,0.168,1.019
2026-07-15 17:1:52.8170,-0.142,-0.995,0.168,1.019
2026-07-15 17:1:52.8190,-0.15,-0.993,0.162,1.017
2026-07-15 17:1:52.8360,-0.159,-0.989,0.159,1.014
2026-07-15 17:1:52.8390,-0.166,-0.987,0.158,1.013
2026-07-15 17:1:52.8490,-0.173,-0.985,0.16,1.013
2026-07-15 17:1:52.8590,-0.176,-0.984,0.165,1.013
2026-07-15 17:1:52.8700,-0.177,-0.986,0.174,1.017
2026-07-15 17:1:52.8860,-0.178,-0.988,0.179,1.02
2026-07-15 17:1:52.8890,-0.174,-0.989,0.182,1.021
2026-07-15 17:1:52.9170,-0.167,-0.99,0.181,1.02
2026-07-15 17:1:52.9170,-0.167,-0.99,0.181,1.02
2026-07-15 17:1:52.9190,-0.166,-0.988,0.176,1.017
2026-07-15 17:1:52.9360,-0.165,-0.984,0.175,1.013
2026-07-15 17:1:52.9390,-0.167,-0.982,0.173,1.011
2026-07-15 17:1:52.9490,-0.167,-0.979,0.178,1.009
2026-07-15 17:1:52.9600,-0.168,-0.972,0.184,1.003
2026-07-15 17:1:52.9700,-0.169,-0.969,0.189,1.002
2026-07-15 17:1:52.9860,-0.171,-0.964,0.195,0.998
2026-07-15 17:1:52.9900,-0.17,-0.959,0.193,0.993
2026-07-15 17:1:53.0170,-0.164,-0.956,0.187,0.988
2026-07-15 17:1:53.0170,-0.164,-0.956,0.187,0.988
2026-07-15 17:1:53.0190,-0.157,-0.957,0.181,0.987
2026-07-15 17:1:53.0360,-0.154,-0.956,0.178,0.985
2026-07-15 17:1:53.0390,-0.152,-0.957,0.174,0.984
2026-07-15 17:1:53.0500,-0.153,-0.96,0.172,0.987
2026-07-15 17:1:53.0600,-0.157,-0.962,0.17,0.989
2026-07-15 17:1:53.0700,-0.161,-0.966,0.172,0.994
2026-07-15 17:1:53.0860,-0.165,-0.968,0.175,0.997
2026-07-15 17:1:53.0900,-0.167,-0.969,0.177,0.999
2026-07-15 17:1:53.1150,-0.168,-0.97,0.177,1.0
2026-07-15 17:1:53.1150,-0.168,-0.97,0.177,1.0
2026-07-15 17:1:53.1190,-0.168,-0.97,0.18,1.001
2026-07-15 17:1:53.1350,-0.168,-0.972,0.179,1.003
2026-07-15 17:1:53.1400,-0.167,-0.973,0.174,1.002
2026-07-15 17:1:53.1500,-0.164,-0.972,0.172,1.001
2026-07-15 17:1:53.1600,-0.16,-0.973,0.173,1.001
2026-07-15 17:1:53.1700,-0.156,-0.973,0.174,1.001
2026-07-15 17:1:53.1860,-0.152,-0.974,0.177,1.002
2026-07-15 17:1:53.1900,-0.149,-0.976,0.182,1.004
2026-07-15 17:1:53.2160,-0.145,-0.975,0.188,1.003
2026-07-15 17:1:53.2160,-0.145,-0.975,0.188,1.003
2026-07-15 17:1:53.2200,-0.146,-0.975,0.192,1.004
2026-07-15 17:1:53.2350,-0.148,-0.975,0.192,1.005
2026-07-15 17:1:53.2400,-0.15,-0.973,0.191,1.003
2026-07-15 17:1:53.2500,-0.154,-0.973,0.191,1.003
2026-07-15 17:1:53.2600,-0.16,-0.973,0.191,1.004
2026-07-15 17:1:53.2700,-0.162,-0.973,0.189,1.004
2026-07-15 17:1:53.2860,-0.165,-0.975,0.187,1.006
2026-07-15 17:1:53.2900,-0.164,-0.974,0.186,1.005
2026-07-15 17:1:53.3170,-0.164,-0.975,0.183,1.005
2026-07-15 17:1:53.3180,-0.164,-0.975,0.183,1.005
2026-07-15 17:1:53.3200,-0.161,-0.975,0.18,1.004
2026-07-15 17:1:53.3350,-0.16,-0.975,0.181,1.004
2026-07-15 17:1:53.3400,-0.159,-0.977,0.179,1.006
2026-07-15 17:1:53.3500,-0.158,-0.978,0.182,1.007
2026-07-15 17:1:53.3600,-0.159,-0.975,0.183,1.005
2026-07-15 17:1:53.3710,-0.16,-0.97,0.184,1.0
2026-07-15 17:1:53.3860,-0.163,-0.968,0.187,0.999
2026-07-15 17:1:53.3900,-0.161,-0.965,0.188,0.996
2026-07-15 17:1:53.4160,-0.161,-0.964,0.187,0.995
2026-07-15 17:1:53.4160,-0.161,-0.964,0.187,0.995
2026-07-15 17:1:53.4200,-0.158,-0.966,0.184,0.996
2026-07-15 17:1:53.4360,-0.155,-0.969,0.178,0.997
2026-07-15 17:1:53.4400,-0.151,-0.971,0.171,0.997
2026-07-15 17:1:53.4510,-0.144,-0.973,0.167,0.998
2026-07-15 17:1:53.4610,-0.142,-0.976,0.163,1.0
2026-07-15 17:1:53.4710,-0.141,-0.978,0.162,1.001
2026-07-15 17:1:53.4860,-0.141,-0.98,0.166,1.004
2026-07-15 17:1:53.4900,-0.14,-0.981,0.166,1.005
2026-07-15 17:1:53.5180,-0.143,-0.979,0.166,1.003
2026-07-15 17:1:53.5180,-0.143,-0.979,0.166,1.003
2026-07-15 17:1:53.5200,-0.144,-0.977,0.165,1.001
2026-07-15 17:1:53.5350,-0.145,-0.976,0.167,1.001
2026-07-15 17:1:53.5400,-0.147,-0.975,0.17,1.001
2026-07-15 17:1:53.5510,-0.152,-0.978,0.171,1.004
2026-07-15 17:1:53.5600,-0.154,-0.981,0.174,1.008
2026-07-15 17:1:53.5700,-0.154,-0.983,0.178,1.011
2026-07-15 17:1:53.5850,-0.155,-0.985,0.176,1.013
2026-07-15 17:1:53.5910,-0.15,-0.984,0.172,1.01
2026-07-15 17:1:53.6160,-0.146,-0.978,0.17,1.003
2026-07-15 17:1:53.6160,-0.146,-0.978,0.17,1.003
2026-07-15 17:1:53.6200,-0.147,-0.975,0.167,1.0
2026-07-15 17:1:53.6350,-0.148,-0.975,0.164,1.0
2026-07-15 17:1:53.6400,-0.15,-0.973,0.161,0.998
2026-07-15 17:1:53.6510,-0.15,-0.97,0.16,0.994
2026-07-15 17:1:53.6610,-0.15,-0.966,0.162,0.991
2026-07-15 17:1:53.6710,-0.151,-0.964,0.166,0.99
2026-07-15 17:1:53.6860,-0.149,-0.961,0.173,0.988
2026-07-15 17:1:53.6910,-0.149,-0.964,0.178,0.992
2026-07-15 17:1:53.7150,-0.15,-0.966,0.175,0.993
2026-07-15 17:1:53.7150,-0.15,-0.966,0.175,0.993
2026-07-15 17:1:53.7210,-0.148,-0.968,0.171,0.994
2026-07-15 17:1:53.7350,-0.148,-0.972,0.161,0.996
2026-07-15 17:1:53.7410,-0.146,-0.975,0.152,0.998
2026-07-15 17:1:53.7510,-0.148,-0.977,0.144,0.999
2026-07-15 17:1:53.7610,-0.151,-0.98,0.14,1.001
2026-07-15 17:1:53.7710,-0.156,-0.982,0.137,1.004
2026-07-15 17:1:53.7860,-0.156,-0.984,0.135,1.005
2026-07-15 17:1:53.7910,-0.16,-0.983,0.137,1.005
2026-07-15 17:1:53.8170,-0.168,-0.98,0.142,1.004
2026-07-15 17:1:53.8170,-0.168,-0.98,0.142,1.004
2026-07-15 17:1:53.8210,-0.169,-0.979,0.148,1.004
2026-07-15 17:1:53.8340,-0.165,-0.975,0.155,1.001
2026-07-15 17:1:53.8410,-0.161,-0.972,0.16,0.998
2026-07-15 17:1:53.8510,-0.157,-0.969,0.164,0.995
2026-07-15 17:1:53.8610,-0.151,-0.968,0.164,0.993
2026-07-15 17:1:53.8710,-0.147,-0.967,0.164,0.992
2026-07-15 17:1:53.8870,-0.145,-0.968,0.163,0.992
2026-07-15 17:1:53.8910,-0.144,-0.969,0.161,0.993
2026-07-15 17:1:53.9190,-0.148,-0.97,0.159,0.994
2026-07-15 17:1:53.9190,-0.148,-0.97,0.159,0.994
2026-07-15 17:1:53.9210,-0.149,-0.971,0.161,0.995
2026-07-15 17:1:53.9340,-0.152,-0.972,0.164,0.997
2026-07-15 17:1:53.9410,-0.156,-0.974,0.165,1.0
2026-07-15 17:1:53.9510,-0.158,-0.974,0.167,1.001
2026-07-15 17:1:53.9610,-0.158,-0.975,0.167,1.002
2026-07-15 17:1:53.9720,-0.155,-0.974,0.165,1.0
2026-07-15 17:1:53.9870,-0.152,-0.974,0.166,1.0
2026-07-15 17:1:53.9910,-0.153,-0.972,0.165,0.998
2026-07-15 17:1:54.0170,-0.159,-0.975,0.166,1.002
2026-07-15 17:1:54.0170,-0.159,-0.975,0.166,1.002
2026-07-15 17:1:54.0210,-0.161,-0.975,0.168,1.002
2026-07-15 17:1:54.0350,-0.161,-0.975,0.17,1.003
2026-07-15 17:1:54.0410,-0.159,-0.977,0.177,1.006
2026-07-15 17:1:54.0510,-0.155,-0.978,0.182,1.007
2026-07-15 17:1:54.0610,-0.152,-0.977,0.185,1.006
2026-07-15 17:1:54.0720,-0.148,-0.976,0.181,1.004
2026-07-15 17:1:54.0870,-0.148,-0.976,0.177,1.003
2026-07-15 17:1:54.0910,-0.148,-0.981,0.173,1.007
2026-07-15 17:1:54.1160,-0.149,-0.985,0.164,1.01
2026-07-15 17:1:54.1160,-0.149,-0.985,0.164,1.01
2026-07-15 17:1:54.1210,-0.148,-0.983,0.162,1.007
2026-07-15 17:1:54.1350,-0.148,-0.982,0.16,1.006
2026-07-15 17:1:54.1410,-0.148,-0.979,0.16,1.003
2026-07-15 17:1:54.1520,-0.149,-0.978,0.163,1.003
2026-07-15 17:1:54.1620,-0.15,-0.977,0.164,1.002
2026-07-15 17:1:54.1720,-0.154,-0.979,0.166,1.005
2026-07-15 17:1:54.1870,-0.155,-0.978,0.168,1.004
2026-07-15 17:1:54.1920,-0.157,-0.978,0.167,1.005
2026-07-15 17:1:54.2160,-0.161,-0.976,0.176,1.005
2026-07-15 17:1:54.2160,-0.161,-0.976,0.176,1.005
2026-07-15 17:1:54.2210,-0.163,-0.976,0.184,1.006
2026-07-15 17:1:54.2340,-0.166,-0.978,0.195,1.011
2026-07-15 17:1:54.2410,-0.166,-0.977,0.198,1.011
2026-07-15 17:1:54.2520,-0.163,-0.974,0.199,1.007
2026-07-15 17:1:54.2620,-0.157,-0.97,0.192,1.001
2026-07-15 17:1:54.2720,-0.152,-0.968,0.183,0.997
2026-07-15 17:1:54.2860,-0.148,-0.967,0.173,0.993
2026-07-15 17:1:54.2920,-0.145,-0.969,0.164,0.993
2026-07-15 17:1:54.3150,-0.148,-0.97,0.156,0.994
2026-07-15 17:1:54.3150,-0.148,-0.97,0.156,0.994
2026-07-15 17:1:54.3220,-0.149,-0.97,0.159,0.994
2026-07-15 17:1:54.3340,-0.152,-0.97,0.166,0.996
2026-07-15 17:1:54.3420,-0.156,-0.971,0.172,0.998
2026-07-15 17:1:54.3520,-0.159,-0.97,0.176,0.999
2026-07-15 17:1:54.3620,-0.161,-0.971,0.177,1.0
2026-07-15 17:1:54.3720,-0.161,-0.971,0.176,1.0
2026-07-15 17:1:54.3880,-0.16,-0.975,0.174,1.003
2026-07-15 17:1:54.3920,-0.159,-0.978,0.169,1.005
2026-07-15 17:1:54.4160,-0.152,-0.982,0.163,1.007
2026-07-15 17:1:54.4160,-0.152,-0.982,0.163,1.007
2026-07-15 17:1:54.4220,-0.147,-0.982,0.157,1.005
2026-07-15 17:1:54.4350,-0.145,-0.978,0.156,1.001
2026-07-15 17:1:54.4420,-0.142,-0.976,0.153,0.998
2026-07-15 17:1:54.4520,-0.144,-0.971,0.154,0.994
2026-07-15 17:1:54.4620,-0.146,-0.968,0.156,0.991
2026-07-15 17:1:54.4720,-0.151,-0.964,0.163,0.989
2026-07-15 17:1:54.4870,-0.157,-0.961,0.167,0.988
2026-07-15 17:1:54.4920,-0.16,-0.96,0.173,0.988
2026-07-15 17:1:54.5180,-0.164,-0.964,0.187,0.996
2026-07-15 17:1:54.5180,-0.164,-0.964,0.187,0.996
2026-07-15 17:1:54.5220,-0.161,-0.969,0.189,1.0
2026-07-15 17:1:54.5350,-0.158,-0.973,0.191,1.004
2026-07-15 17:1:54.5420,-0.153,-0.979,0.19,1.009
2026-07-15 17:1:54.5520,-0.148,-0.981,0.185,1.009
2026-07-15 17:1:54.5630,-0.148,-0.981,0.178,1.008
2026-07-15 17:1:54.5720,-0.149,-0.982,0.173,1.008
2026-07-15 17:1:54.5880,-0.15,-0.982,0.168,1.007
2026-07-15 17:1:54.5920,-0.153,-0.98,0.166,1.006
2026-07-15 17:1:54.6170,-0.161,-0.979,0.166,1.006
2026-07-15 17:1:54.6180,-0.161,-0.979,0.166,1.006
2026-07-15 17:1:54.6220,-0.162,-0.977,0.167,1.004
2026-07-15 17:1:54.6340,-0.162,-0.978,0.167,1.005
2026-07-15 17:1:54.6420,-0.159,-0.976,0.17,1.003
2026-07-15 17:1:54.6520,-0.155,-0.976,0.169,1.003
2026-07-15 17:1:54.6630,-0.151,-0.973,0.169,0.999
2026-07-15 17:1:54.6730,-0.149,-0.971,0.171,0.997
2026-07-15 17:1:54.6890,-0.148,-0.97,0.172,0.996
2026-07-15 17:1:54.6930,-0.147,-0.968,0.177,0.995
2026-07-15 17:1:54.7170,-0.149,-0.973,0.183,1.001
2026-07-15 17:1:54.7180,-0.149,-0.973,0.183,1.001
2026-07-15 17:1:54.7220,-0.149,-0.976,0.183,1.004
2026-07-15 17:1:54.7350,-0.15,-0.976,0.185,1.005
2026-07-15 17:1:54.7420,-0.145,-0.977,0.187,1.005
2026-07-15 17:1:54.7530,-0.145,-0.976,0.186,1.004
2026-07-15 17:1:54.7630,-0.145,-0.975,0.187,1.003
2026-07-15 17:1:54.7730,-0.147,-0.972,0.185,1.0
2026-07-15 17:1:54.7890,-0.149,-0.972,0.183,1.0
2026-07-15 17:1:54.7930,-0.153,-0.974,0.18,1.002
2026-07-15 17:1:54.8180,-0.158,-0.975,0.18,1.004
2026-07-15 17:1:54.8180,-0.158,-0.975,0.18,1.004
2026-07-15 17:1:54.8220,-0.155,-0.973,0.18,1.002
2026-07-15 17:1:54.8350,-0.152,-0.972,0.178,1.0
2026-07-15 17:1:54.8430,-0.149,-0.972,0.175,0.999
2026-07-15 17:1:54.8530,-0.145,-0.975,0.174,1.001
2026-07-15 17:1:54.8640,-0.144,-0.976,0.171,1.001
2026-07-15 17:1:54.8730,-0.143,-0.975,0.169,1.0
2026-07-15 17:1:54.8880,-0.143,-0.974,0.168,0.999
2026-07-15 17:1:54.8930,-0.146,-0.974,0.168,0.999
2026-07-15 17:1:54.9160,-0.156,-0.972,0.172,0.999
2026-07-15 17:1:54.9160,-0.156,-0.972,0.172,0.999
2026-07-15 17:1:54.9230,-0.158,-0.973,0.175,1.001
2026-07-15 17:1:54.9350,-0.162,-0.973,0.179,1.003
2026-07-15 17:1:54.9430,-0.164,-0.975,0.181,1.005
2026-07-15 17:1:54.9530,-0.163,-0.976,0.18,1.006
2026-07-15 17:1:54.9640,-0.161,-0.975,0.176,1.004
2026-07-15 17:1:54.9730,-0.157,-0.974,0.175,1.002
2026-07-15 17:1:54.9890,-0.154,-0.975,0.172,1.002
2026-07-15 17:1:54.9930,-0.151,-0.976,0.171,1.002
2026-07-15 17:1:55.0170,-0.147,-0.975,0.169,1.0
2026-07-15 17:1:55.0170,-0.147,-0.975,0.169,1.0
2026-07-15 17:1:55.0230,-0.143,-0.974,0.169,0.999
2026-07-15 17:1:55.0350,-0.142,-0.972,0.172,0.997
2026-07-15 17:1:55.0430,-0.144,-0.97,0.173,0.996
2026-07-15 17:1:55.0530,-0.144,-0.969,0.174,0.995
2026-07-15 17:1:55.0640,-0.149,-0.968,0.175,0.995
2026-07-15 17:1:55.0740,-0.154,-0.969,0.177,0.997
2026-07-15 17:1:55.0890,-0.158,-0.971,0.179,1.0
2026-07-15 17:1:55.0930,-0.158,-0.972,0.179,1.001
2026-07-15 17:1:55.1190,-0.161,-0.972,0.175,1.001
2026-07-15 17:1:55.1190,-0.161,-0.972,0.175,1.001
2026-07-15 17:1:55.1230,-0.158,-0.97,0.169,0.997
2026-07-15 17:1:55.1360,-0.156,-0.969,0.165,0.995
2026-07-15 17:1:55.1430,-0.154,-0.973,0.162,0.998
2026-07-15 17:1:55.1530,-0.155,-0.974,0.16,0.999
2026-07-15 17:1:55.1650,-0.157,-0.977,0.161,1.003
2026-07-15 17:1:55.1740,-0.156,-0.979,0.166,1.005
2026-07-15 17:1:55.1900,-0.158,-0.98,0.172,1.007
2026-07-15 17:1:55.1940,-0.159,-0.98,0.175,1.008
2026-07-15 17:1:55.2170,-0.159,-0.977,0.175,1.005
2026-07-15 17:1:55.2180,-0.159,-0.972,0.176,1.001
2026-07-15 17:1:55.2230,-0.16,-0.97,0.175,0.999
2026-07-15 17:1:55.2350,-0.161,-0.97,0.173,0.998
2026-07-15 17:1:55.2430,-0.159,-0.972,0.171,1.0
2026-07-15 17:1:55.2530,-0.155,-0.972,0.168,0.999
2026-07-15 17:1:55.2630,-0.152,-0.973,0.165,0.999
2026-07-15 17:1:55.2740,-0.148,-0.973,0.165,0.998
2026-07-15 17:1:55.2900,-0.146,-0.972,0.167,0.997
2026-07-15 17:1:55.2930,-0.146,-0.973,0.168,0.998
2026-07-15 17:1:55.3190,-0.147,-0.972,0.173,0.998
2026-07-15 17:1:55.3190,-0.147,-0.972,0.173,0.998
2026-07-15 17:1:55.3230,-0.15,-0.973,0.178,1.0
2026-07-15 17:1:55.3360,-0.153,-0.974,0.182,1.003
2026-07-15 17:1:55.3430,-0.153,-0.975,0.184,1.004
2026-07-15 17:1:55.3540,-0.155,-0.978,0.181,1.007
2026-07-15 17:1:55.3640,-0.155,-0.978,0.179,1.006
2026-07-15 17:1:55.3740,-0.155,-0.976,0.176,1.004
2026-07-15 17:1:55.3890,-0.153,-0.972,0.174,0.999
2026-07-15 17:1:55.3940,-0.153,-0.969,0.174,0.996
2026-07-15 17:1:55.4170,-0.151,-0.967,0.172,0.994
2026-07-15 17:1:55.4170,-0.151,-0.967,0.172,0.994
2026-07-15 17:1:55.4230,-0.148,-0.968,0.172,0.994
2026-07-15 17:1:55.4350,-0.147,-0.969,0.176,0.996
2026-07-15 17:1:55.4440,-0.148,-0.969,0.181,0.997
2026-07-15 17:1:55.4540,-0.149,-0.972,0.183,1.0
2026-07-15 17:1:55.4640,-0.151,-0.974,0.182,1.002
2026-07-15 17:1:55.4740,-0.153,-0.978,0.183,1.007
2026-07-15 17:1:55.4890,-0.155,-0.978,0.179,1.006
2026-07-15 17:1:55.4940,-0.157,-0.977,0.173,1.005
2026-07-15 17:1:55.5180,-0.157,-0.974,0.168,1.001
2026-07-15 17:1:55.5180,-0.157,-0.974,0.168,1.001
2026-07-15 17:1:55.5240,-0.156,-0.971,0.169,0.998
2026-07-15 17:1:55.5360,-0.155,-0.971,0.17,0.998
2026-07-15 17:1:55.5440,-0.157,-0.972,0.172,1.0
2026-07-15 17:1:55.5540,-0.156,-0.975,0.173,1.002
2026-07-15 17:1:55.5640,-0.155,-0.978,0.175,1.006
2026-07-15 17:1:55.5740,-0.151,-0.975,0.177,1.002
2026-07-15 17:1:55.5880,-0.145,-0.972,0.177,0.999
2026-07-15 17:1:55.5940,-0.144,-0.971,0.176,0.997
2026-07-15 17:1:55.6180,-0.147,-0.978,0.181,1.005
2026-07-15 17:1:55.6190,-0.147,-0.978,0.181,1.005
2026-07-15 17:1:55.6240,-0.15,-0.979,0.177,1.006
2026-07-15 17:1:55.6360,-0.152,-0.979,0.174,1.006
2026-07-15 17:1:55.6440,-0.154,-0.978,0.17,1.005
2026-07-15 17:1:55.6540,-0.155,-0.977,0.168,1.003
2026-07-15 17:1:55.6640,-0.156,-0.974,0.166,1.0
2026-07-15 17:1:55.6740,-0.157,-0.973,0.168,1.0
2026-07-15 17:1:55.6890,-0.157,-0.973,0.17,1.0
2026-07-15 17:1:55.6940,-0.157,-0.976,0.172,1.003
2026-07-15 17:1:55.7150,-0.153,-0.978,0.173,1.005
2026-07-15 17:1:55.7150,-0.153,-0.978,0.173,1.005
2026-07-15 17:1:55.7240,-0.148,-0.975,0.172,1.001
2026-07-15 17:1:55.7360,-0.144,-0.976,0.174,1.002
2026-07-15 17:1:55.7440,-0.141,-0.975,0.176,1.001
2026-07-15 17:1:55.7540,-0.141,-0.971,0.173,0.996
2026-07-15 17:1:55.7640,-0.143,-0.968,0.17,0.993
2026-07-15 17:1:55.7740,-0.146,-0.968,0.17,0.994
2026-07-15 17:1:55.7850,-0.149,-0.968,0.169,0.994
2026-07-15 17:1:55.7950,-0.15,-0.969,0.17,0.995
2026-07-15 17:1:55.8160,-0.157,-0.97,0.17,0.997
2026-07-15 17:1:55.8160,-0.157,-0.97,0.17,0.997
2026-07-15 17:1:55.8240,-0.16,-0.97,0.17,0.998
2026-07-15 17:1:55.8360,-0.162,-0.971,0.169,0.999
2026-07-15 17:1:55.8440,-0.16,-0.973,0.167,1.0
2026-07-15 17:1:55.8540,-0.16,-0.976,0.165,1.003
2026-07-15 17:1:55.8640,-0.158,-0.978,0.16,1.004
2026-07-15 17:1:55.8750,-0.156,-0.978,0.159,1.003
2026-07-15 17:1:55.8900,-0.153,-0.976,0.157,1.0
2026-07-15 17:1:55.8950,-0.149,-0.975,0.157,0.999
2026-07-15 17:1:55.9170,-0.146,-0.973,0.158,0.996
2026-07-15 17:1:55.9170,-0.146,-0.973,0.158,0.996
2026-07-15 17:1:55.9240,-0.148,-0.972,0.158,0.996
2026-07-15 17:1:55.9360,-0.149,-0.972,0.158,0.996
2026-07-15 17:1:55.9450,-0.146,-0.969,0.161,0.993
2026-07-15 17:1:55.9540,-0.146,-0.97,0.161,0.994
2026-07-15 17:1:55.9650,-0.146,-0.972,0.166,0.997
2026-07-15 17:1:55.9750,-0.148,-0.975,0.17,1.001
2026-07-15 17:1:55.9900,-0.15,-0.978,0.172,1.004
2026-07-15 17:1:55.9950,-0.151,-0.979,0.171,1.005
2026-07-15 17:1:56.0170,-0.151,-0.979,0.166,1.004
2026-07-15 17:1:56.0170,-0.151,-0.979,0.166,1.004
2026-07-15 17:1:56.0240,-0.151,-0.978,0.163,1.003
2026-07-15 17:1:56.0360,-0.153,-0.976,0.159,1.001
2026-07-15 17:1:56.0440,-0.153,-0.976,0.157,1.0
2026-07-15 17:1:56.0550,-0.152,-0.977,0.158,1.001
2026-07-15 17:1:56.0650,-0.152,-0.977,0.16,1.002
2026-07-15 17:1:56.0750,-0.151,-0.977,0.164,1.002
2026-07-15 17:1:56.0900,-0.149,-0.977,0.167,1.002
2026-07-15 17:1:56.0950,-0.148,-0.977,0.171,1.003
2026-07-15 17:1:56.1180,-0.147,-0.977,0.171,1.003
2026-07-15 17:1:56.1180,-0.147,-0.977,0.171,1.003
2026-07-15 17:1:56.1250,-0.146,-0.977,0.169,1.002
2026-07-15 17:1:56.1360,-0.148,-0.976,0.169,1.002
2026-07-15 17:1:56.1450,-0.151,-0.975,0.165,1.0
2026-07-15 17:1:56.1550,-0.152,-0.975,0.16,1.0
2026-07-15 17:1:56.1660,-0.155,-0.974,0.158,0.999
2026-07-15 17:1:56.1750,-0.154,-0.975,0.159,1.0
2026-07-15 17:1:56.1910,-0.153,-0.975,0.162,1.0
2026-07-15 17:1:56.1950,-0.154,-0.977,0.165,1.003
2026-07-15 17:1:56.2170,-0.149,-0.974,0.171,1.0
2026-07-15 17:1:56.2170,-0.149,-0.974,0.171,1.0
2026-07-15 17:1:56.2250,-0.148,-0.972,0.169,0.998
2026-07-15 17:1:56.2360,-0.149,-0.971,0.169,0.997
2026-07-15 17:1:56.2450,-0.149,-0.971,0.17,0.997
2026-07-15 17:1:56.2550,-0.15,-0.972,0.167,0.998
2026-07-15 17:1:56.2650,-0.15,-0.974,0.16,0.998
2026-07-15 17:1:56.2750,-0.156,-0.979,0.169,1.006
2026-07-15 17:1:56.2910,-0.159,-0.978,0.171,1.005
2026-07-15 17:1:56.2950,-0.159,-0.978,0.174,1.006
2026-07-15 17:1:56.3170,-0.158,-0.973,0.173,1.001
2026-07-15 17:1:56.3170,-0.158,-0.973,0.173,1.001
2026-07-15 17:1:56.3250,-0.155,-0.972,0.17,0.999
2026-07-15 17:1:56.3360,-0.154,-0.973,0.166,0.999
2026-07-15 17:1:56.3450,-0.153,-0.975,0.167,1.001
2026-07-15 17:1:56.3550,-0.153,-0.98,0.168,1.006
2026-07-15 17:1:56.3660,-0.15,-0.981,0.169,1.007
2026-07-15 17:1:56.3760,-0.147,-0.984,0.171,1.01
2026-07-15 17:1:56.3910,-0.146,-0.983,0.172,1.009
2026-07-15 17:1:56.3950,-0.147,-0.981,0.168,1.006
2026-07-15 17:1:56.4170,-0.153,-0.979,0.166,1.005
2026-07-15 17:1:56.4170,-0.153,-0.979,0.166,1.005
2026-07-15 17:1:56.4250,-0.154,-0.977,0.159,1.002
2026-07-15 17:1:56.4360,-0.152,-0.977,0.15,1.0
2026-07-15 17:1:56.4450,-0.151,-0.976,0.14,0.997
2026-07-15 17:1:56.4560,-0.148,-0.975,0.133,0.995
2026-07-15 17:1:56.4650,-0.148,-0.975,0.133,0.995
2026-07-15 17:1:56.4760,-0.149,-0.976,0.138,0.997
2026-07-15 17:1:56.4900,-0.149,-0.978,0.141,0.999
2026-07-15 17:1:56.4960,-0.152,-0.98,0.15,1.003
2026-07-15 17:1:56.5200,-0.158,-0.98,0.156,1.005
2026-07-15 17:1:56.5200,-0.158,-0.98,0.156,1.005
2026-07-15 17:1:56.5250,-0.157,-0.978,0.16,1.003
2026-07-15 17:1:56.5370,-0.159,-0.978,0.166,1.005
