time,gFx,gFy,gFz
2026-07-15 17:4:04.9160,-0.131,-1.023,0.049,1.033
2026-07-15 17:4:04.9260,-0.148,-1.032,0.051,1.044
2026-07-15 17:4:04.9410,-0.17,-1.043,0.049,1.058
2026-07-15 17:4:04.9650,-0.211,-1.052,0.065,1.075
2026-07-15 17:4:04.9660,-0.211,-1.052,0.065,1.075
2026-07-15 17:4:04.9660,-0.211,-1.052,0.065,1.075
2026-07-15 17:4:04.9750,-0.21,-1.046,0.091,1.071
2026-07-15 17:4:04.9850,-0.213,-1.036,0.118,1.064
2026-07-15 17:4:04.9950,-0.211,-1.027,0.136,1.057
2026-07-15 17:4:05.0060,-0.206,-1.017,0.147,1.048
2026-07-15 17:4:05.0160,-0.202,-1.011,0.144,1.041
2026-07-15 17:4:05.0260,-0.192,-1.006,0.127,1.032
2026-07-15 17:4:05.0410,-0.176,-1.003,0.109,1.024
2026-07-15 17:4:05.0650,-0.149,-0.99,0.08,1.004
2026-07-15 17:4:05.0650,-0.149,-0.99,0.08,1.004
2026-07-15 17:4:05.0660,-0.149,-0.99,0.08,1.004
2026-07-15 17:4:05.0750,-0.143,-0.992,0.088,1.006
2026-07-15 17:4:05.0860,-0.139,-0.997,0.101,1.012
2026-07-15 17:4:05.0960,-0.127,-1.006,0.113,1.02
2026-07-15 17:4:05.1060,-0.116,-1.009,0.13,1.024
2026-07-15 17:4:05.1160,-0.107,-1.012,0.134,1.026
2026-07-15 17:4:05.1260,-0.102,-1.02,0.133,1.034
2026-07-15 17:4:05.1410,-0.099,-1.03,0.13,1.043
2026-07-15 17:4:05.1660,-0.086,-1.045,0.134,1.057
2026-07-15 17:4:05.1660,-0.086,-1.045,0.134,1.057
2026-07-15 17:4:05.1660,-0.086,-1.045,0.134,1.057
2026-07-15 17:4:05.1760,-0.085,-1.042,0.133,1.054
2026-07-15 17:4:05.1860,-0.078,-1.033,0.136,1.045
2026-07-15 17:4:05.1960,-0.074,-1.021,0.136,1.033
2026-07-15 17:4:05.2060,-0.072,-1.003,0.131,1.014
2026-07-15 17:4:05.2160,-0.073,-0.984,0.118,0.994
2026-07-15 17:4:05.2260,-0.073,-0.968,0.105,0.976
2026-07-15 17:4:05.2410,-0.072,-0.961,0.096,0.968
2026-07-15 17:4:05.2660,-0.076,-0.955,0.11,0.964
2026-07-15 17:4:05.2660,-0.076,-0.955,0.11,0.964
2026-07-15 17:4:05.2670,-0.076,-0.955,0.11,0.964
2026-07-15 17:4:05.2760,-0.071,-0.961,0.117,0.971
2026-07-15 17:4:05.2860,-0.07,-0.97,0.12,0.98
2026-07-15 17:4:05.2960,-0.066,-0.982,0.124,0.992
2026-07-15 17:4:05.3060,-0.067,-0.993,0.136,1.005
2026-07-15 17:4:05.3170,-0.075,-1.007,0.15,1.021
2026-07-15 17:4:05.3260,-0.074,-1.015,0.16,1.03
2026-07-15 17:4:05.3410,-0.074,-1.018,0.174,1.035
2026-07-15 17:4:05.3650,-0.124,-0.991,0.202,1.019
2026-07-15 17:4:05.3660,-0.124,-0.991,0.202,1.019
2026-07-15 17:4:05.3670,-0.124,-0.991,0.202,1.019
2026-07-15 17:4:05.3760,-0.143,-0.978,0.197,1.008
2026-07-15 17:4:05.3860,-0.164,-0.964,0.187,0.996
2026-07-15 17:4:05.3960,-0.178,-0.948,0.186,0.982
2026-07-15 17:4:05.4060,-0.177,-0.912,0.191,0.948
2026-07-15 17:4:05.4170,-0.172,-0.878,0.203,0.917
2026-07-15 17:4:05.4290,-0.186,-0.866,0.201,0.908
2026-07-15 17:4:05.4420,-0.209,-0.879,0.185,0.922
2026-07-15 17:4:05.4660,-0.186,-0.932,0.181,0.967
2026-07-15 17:4:05.4660,-0.186,-0.932,0.181,0.967
2026-07-15 17:4:05.4670,-0.186,-0.932,0.181,0.967
2026-07-15 17:4:05.4760,-0.169,-0.953,0.191,0.987
2026-07-15 17:4:05.4860,-0.158,-0.965,0.202,0.998
2026-07-15 17:4:05.4960,-0.148,-0.961,0.211,0.995
2026-07-15 17:4:05.5060,-0.134,-0.956,0.226,0.991
2026-07-15 17:4:05.5170,-0.129,-0.954,0.24,0.992
2026-07-15 17:4:05.5290,-0.132,-0.949,0.245,0.989
2026-07-15 17:4:05.5410,-0.132,-0.939,0.246,0.98
2026-07-15 17:4:05.5660,-0.131,-0.933,0.214,0.966
2026-07-15 17:4:05.5660,-0.131,-0.933,0.214,0.966
2026-07-15 17:4:05.5670,-0.131,-0.933,0.214,0.966
2026-07-15 17:4:05.5760,-0.123,-0.931,0.2,0.96
2026-07-15 17:4:05.5860,-0.118,-0.927,0.187,0.953
2026-07-15 17:4:05.5960,-0.118,-0.923,0.175,0.947
2026-07-15 17:4:05.6060,-0.118,-0.92,0.173,0.944
2026-07-15 17:4:05.6170,-0.111,-0.925,0.174,0.948
2026-07-15 17:4:05.6290,-0.108,-0.936,0.181,0.959
2026-07-15 17:4:05.6420,-0.109,-0.944,0.195,0.97
2026-07-15 17:4:05.6630,-0.108,-0.951,0.235,0.986
2026-07-15 17:4:05.6630,-0.108,-0.951,0.235,0.986
2026-07-15 17:4:05.6660,-0.106,-0.965,0.246,1.001
2026-07-15 17:4:05.6830,-0.111,-0.978,0.244,1.014
2026-07-15 17:4:05.6870,-0.117,-0.989,0.235,1.023
2026-07-15 17:4:05.6970,-0.125,-0.993,0.228,1.026
2026-07-15 17:4:05.7070,-0.133,-0.992,0.227,1.026
2026-07-15 17:4:05.7170,-0.145,-0.991,0.227,1.027
2026-07-15 17:4:05.7280,-0.152,-0.987,0.225,1.024
2026-07-15 17:4:05.7420,-0.157,-0.983,0.225,1.021
2026-07-15 17:4:05.7630,-0.14,-0.973,0.24,1.012
2026-07-15 17:4:05.7640,-0.14,-0.973,0.24,1.012
2026-07-15 17:4:05.7670,-0.125,-0.972,0.254,1.012
2026-07-15 17:4:05.7830,-0.122,-0.976,0.26,1.017
2026-07-15 17:4:05.7870,-0.119,-0.98,0.264,1.022
2026-07-15 17:4:05.7970,-0.12,-0.981,0.263,1.023
2026-07-15 17:4:05.8070,-0.132,-0.979,0.257,1.021
2026-07-15 17:4:05.8170,-0.145,-0.969,0.255,1.012
2026-07-15 17:4:05.8290,-0.15,-0.958,0.255,1.003
2026-07-15 17:4:05.8420,-0.156,-0.948,0.254,0.994
2026-07-15 17:4:05.8650,-0.16,-0.938,0.254,0.985
2026-07-15 17:4:05.8650,-0.16,-0.938,0.254,0.985
2026-07-15 17:4:05.8670,-0.162,-0.942,0.258,0.99
2026-07-15 17:4:05.8840,-0.164,-0.952,0.267,1.002
2026-07-15 17:4:05.8870,-0.158,-0.96,0.279,1.012
2026-07-15 17:4:05.8970,-0.15,-0.969,0.297,1.025
2026-07-15 17:4:05.9070,-0.144,-0.979,0.311,1.037
2026-07-15 17:4:05.9170,-0.136,-0.982,0.327,1.044
2026-07-15 17:4:05.9290,-0.123,-0.971,0.342,1.037
2026-07-15 17:4:05.9430,-0.112,-0.953,0.351,1.022
2026-07-15 17:4:05.9650,-0.082,-0.924,0.337,0.987
2026-07-15 17:4:05.9650,-0.082,-0.924,0.337,0.987
2026-07-15 17:4:05.9670,-0.075,-0.922,0.321,0.979
2026-07-15 17:4:05.9830,-0.069,-0.924,0.304,0.975
2026-07-15 17:4:05.9870,-0.063,-0.932,0.285,0.977
2026-07-15 17:4:05.9970,-0.055,-0.943,0.269,0.982
2026-07-15 17:4:06.0070,-0.046,-0.952,0.253,0.986
2026-07-15 17:4:06.0170,-0.038,-0.961,0.239,0.991
2026-07-15 17:4:06.0290,-0.036,-0.97,0.23,0.998
2026-07-15 17:4:06.0430,-0.039,-0.975,0.23,1.003
2026-07-15 17:4:06.0660,-0.047,-0.968,0.247,1.0
2026-07-15 17:4:06.0660,-0.047,-0.968,0.247,1.0
2026-07-15 17:4:06.0680,-0.052,-0.958,0.256,0.993
2026-07-15 17:4:06.0840,-0.06,-0.948,0.261,0.985
2026-07-15 17:4:06.0870,-0.07,-0.942,0.26,0.98
2026-07-15 17:4:06.0970,-0.075,-0.94,0.257,0.977
2026-07-15 17:4:06.1070,-0.08,-0.944,0.252,0.98
2026-07-15 17:4:06.1180,-0.084,-0.95,0.245,0.985
2026-07-15 17:4:06.1280,-0.086,-0.956,0.24,0.989
2026-07-15 17:4:06.1420,-0.088,-0.963,0.236,0.995
2026-07-15 17:4:06.1630,-0.102,-0.959,0.237,0.993
2026-07-15 17:4:06.1640,-0.102,-0.959,0.237,0.993
2026-07-15 17:4:06.1670,-0.108,-0.953,0.235,0.987
2026-07-15 17:4:06.1820,-0.115,-0.943,0.227,0.977
2026-07-15 17:4:06.1870,-0.12,-0.931,0.217,0.963
2026-07-15 17:4:06.1970,-0.122,-0.922,0.204,0.952
2026-07-15 17:4:06.2070,-0.12,-0.913,0.191,0.94
2026-07-15 17:4:06.2170,-0.113,-0.906,0.183,0.931
2026-07-15 17:4:06.2270,-0.104,-0.901,0.18,0.925
2026-07-15 17:4:06.2390,-0.092,-0.896,0.186,0.92
2026-07-15 17:4:06.2640,-0.078,-0.901,0.203,0.927
2026-07-15 17:4:06.2640,-0.078,-0.901,0.203,0.927
2026-07-15 17:4:06.2670,-0.084,-0.912,0.212,0.94
2026-07-15 17:4:06.2830,-0.094,-0.928,0.221,0.959
2026-07-15 17:4:06.2870,-0.103,-0.947,0.23,0.98
2026-07-15 17:4:06.2980,-0.107,-0.966,0.238,1.001
2026-07-15 17:4:06.3080,-0.111,-0.986,0.24,1.021
2026-07-15 17:4:06.3180,-0.11,-1.008,0.237,1.041
2026-07-15 17:4:06.3290,-0.106,-1.031,0.23,1.062
2026-07-15 17:4:06.3430,-0.105,-1.049,0.225,1.078
2026-07-15 17:4:06.3670,-0.13,-1.067,0.205,1.094
2026-07-15 17:4:06.3680,-0.13,-1.067,0.205,1.094
2026-07-15 17:4:06.3690,-0.13,-1.067,0.205,1.094
2026-07-15 17:4:06.3770,-0.137,-1.067,0.207,1.095
2026-07-15 17:4:06.3880,-0.143,-1.066,0.215,1.097
2026-07-15 17:4:06.3980,-0.148,-1.062,0.229,1.096
2026-07-15 17:4:06.4080,-0.147,-1.052,0.239,1.089
2026-07-15 17:4:06.4180,-0.135,-1.038,0.243,1.075
2026-07-15 17:4:06.4290,-0.118,-1.02,0.236,1.054
2026-07-15 17:4:06.4650,-0.09,-0.963,0.202,0.988
2026-07-15 17:4:06.4650,-0.09,-0.963,0.202,0.988
2026-07-15 17:4:06.4660,-0.09,-0.963,0.202,0.988
2026-07-15 17:4:06.4680,-0.088,-0.955,0.2,0.98
2026-07-15 17:4:06.4830,-0.084,-0.946,0.201,0.971
2026-07-15 17:4:06.4880,-0.081,-0.936,0.207,0.962
2026-07-15 17:4:06.4980,-0.081,-0.923,0.217,0.952
2026-07-15 17:4:06.5080,-0.077,-0.91,0.236,0.943
2026-07-15 17:4:06.5180,-0.076,-0.907,0.254,0.945
2026-07-15 17:4:06.5290,-0.08,-0.911,0.259,0.95
2026-07-15 17:4:06.5680,-0.111,-0.921,0.184,0.946
2026-07-15 17:4:06.5680,-0.111,-0.921,0.184,0.946
2026-07-15 17:4:06.5680,-0.111,-0.921,0.184,0.946
2026-07-15 17:4:06.5690,-0.111,-0.921,0.184,0.946
2026-07-15 17:4:06.5780,-0.108,-0.921,0.173,0.943
2026-07-15 17:4:06.5880,-0.108,-0.918,0.168,0.939
2026-07-15 17:4:06.5980,-0.114,-0.918,0.162,0.939
2026-07-15 17:4:06.6080,-0.127,-0.922,0.16,0.944
2026-07-15 17:4:06.6180,-0.141,-0.933,0.16,0.957
2026-07-15 17:4:06.6280,-0.155,-0.949,0.163,0.975
2026-07-15 17:4:06.6430,-0.164,-0.966,0.169,0.994
2026-07-15 17:4:06.6650,-0.159,-1.004,0.171,1.031
2026-07-15 17:4:06.6650,-0.159,-1.004,0.171,1.031
2026-07-15 17:4:06.6680,-0.152,-1.015,0.17,1.04
2026-07-15 17:4:06.6830,-0.142,-1.019,0.168,1.042
2026-07-15 17:4:06.6880,-0.131,-1.024,0.172,1.047
2026-07-15 17:4:06.6980,-0.124,-1.031,0.186,1.055
2026-07-15 17:4:06.7080,-0.121,-1.036,0.207,1.063
2026-07-15 17:4:06.7190,-0.119,-1.034,0.227,1.065
2026-07-15 17:4:06.7290,-0.117,-1.02,0.244,1.055
2026-07-15 17:4:06.7650,-0.132,-0.953,0.268,0.999
2026-07-15 17:4:06.7650,-0.132,-0.953,0.268,0.999
2026-07-15 17:4:06.7650,-0.132,-0.953,0.268,0.999
2026-07-15 17:4:06.7680,-0.138,-0.934,0.259,0.979
2026-07-15 17:4:06.7820,-0.137,-0.917,0.243,0.958
2026-07-15 17:4:06.7880,-0.132,-0.905,0.225,0.942
2026-07-15 17:4:06.7990,-0.128,-0.901,0.199,0.932
2026-07-15 17:4:06.8080,-0.125,-0.899,0.171,0.924
2026-07-15 17:4:06.8190,-0.122,-0.896,0.146,0.916
2026-07-15 17:4:06.8290,-0.118,-0.893,0.128,0.91
2026-07-15 17:4:06.8670,-0.093,-0.896,0.1,0.906
2026-07-15 17:4:06.8670,-0.093,-0.896,0.1,0.906
2026-07-15 17:4:06.8670,-0.093,-0.896,0.1,0.906
2026-07-15 17:4:06.8680,-0.093,-0.905,0.098,0.915
2026-07-15 17:4:06.8820,-0.096,-0.917,0.097,0.927
2026-07-15 17:4:06.8880,-0.095,-0.928,0.102,0.938
2026-07-15 17:4:06.8990,-0.087,-0.937,0.112,0.948
2026-07-15 17:4:06.9090,-0.075,-0.945,0.121,0.956
2026-07-15 17:4:06.9190,-0.068,-0.952,0.128,0.963
2026-07-15 17:4:06.9290,-0.062,-0.956,0.13,0.967
2026-07-15 17:4:06.9670,-0.059,-0.97,0.142,0.982
2026-07-15 17:4:06.9670,-0.059,-0.97,0.142,0.982
2026-07-15 17:4:06.9670,-0.059,-0.97,0.142,0.982
2026-07-15 17:4:06.9680,-0.065,-0.975,0.149,0.988
2026-07-15 17:4:06.9820,-0.077,-0.984,0.154,0.999
2026-07-15 17:4:06.9890,-0.092,-0.99,0.156,1.006
2026-07-15 17:4:06.9990,-0.108,-0.994,0.158,1.012
2026-07-15 17:4:07.0090,-0.124,-0.992,0.162,1.013
2026-07-15 17:4:07.0190,-0.134,-0.99,0.169,1.013
2026-07-15 17:4:07.0290,-0.142,-0.985,0.178,1.011
2026-07-15 17:4:07.0670,-0.14,-0.964,0.23,1.001
2026-07-15 17:4:07.0680,-0.14,-0.964,0.23,1.001
2026-07-15 17:4:07.0680,-0.14,-0.964,0.23,1.001
2026-07-15 17:4:07.0690,-0.139,-0.961,0.253,1.003
2026-07-15 17:4:07.0820,-0.136,-0.964,0.27,1.01
2026-07-15 17:4:07.0890,-0.129,-0.976,0.283,1.024
2026-07-15 17:4:07.0990,-0.116,-0.984,0.289,1.032
2026-07-15 17:4:07.1090,-0.108,-0.993,0.292,1.041
2026-07-15 17:4:07.1190,-0.098,-0.997,0.287,1.042
2026-07-15 17:4:07.1290,-0.091,-0.992,0.28,1.035
2026-07-15 17:4:07.1650,-0.083,-0.947,0.238,0.98
2026-07-15 17:4:07.1650,-0.083,-0.947,0.238,0.98
2026-07-15 17:4:07.1650,-0.083,-0.947,0.238,0.98
2026-07-15 17:4:07.1690,-0.088,-0.931,0.224,0.962
2026-07-15 17:4:07.1820,-0.097,-0.925,0.213,0.954
2026-07-15 17:4:07.1890,-0.106,-0.92,0.206,0.949
2026-07-15 17:4:07.1990,-0.115,-0.922,0.206,0.952
2026-07-15 17:4:07.2090,-0.124,-0.932,0.211,0.964
2026-07-15 17:4:07.2190,-0.135,-0.95,0.218,0.984
2026-07-15 17:4:07.2290,-0.139,-0.964,0.233,1.001
2026-07-15 17:4:07.2640,-0.149,-0.999,0.276,1.047
2026-07-15 17:4:07.2640,-0.149,-0.999,0.276,1.047
2026-07-15 17:4:07.2650,-0.149,-0.999,0.276,1.047
2026-07-15 17:4:07.2690,-0.152,-0.998,0.284,1.049
2026-07-15 17:4:07.2820,-0.15,-0.995,0.294,1.048
2026-07-15 17:4:07.2890,-0.145,-0.99,0.301,1.045
2026-07-15 17:4:07.2990,-0.141,-0.985,0.303,1.04
2026-07-15 17:4:07.3090,-0.135,-0.975,0.302,1.03
2026-07-15 17:4:07.3200,-0.128,-0.961,0.3,1.015
2026-07-15 17:4:07.3290,-0.125,-0.949,0.297,1.002
2026-07-15 17:4:07.3670,-0.108,-0.922,0.291,0.973
2026-07-15 17:4:07.3670,-0.108,-0.922,0.291,0.973
2026-07-15 17:4:07.3670,-0.108,-0.922,0.291,0.973
2026-07-15 17:4:07.3690,-0.104,-0.921,0.294,0.972
2026-07-15 17:4:07.3820,-0.096,-0.924,0.297,0.975
2026-07-15 17:4:07.3890,-0.094,-0.933,0.304,0.986
2026-07-15 17:4:07.4000,-0.095,-0.942,0.311,0.997
2026-07-15 17:4:07.4100,-0.094,-0.948,0.319,1.005
2026-07-15 17:4:07.4190,-0.094,-0.95,0.324,1.008
2026-07-15 17:4:07.4300,-0.094,-0.956,0.328,1.015
2026-07-15 17:4:07.4660,-0.123,-1.006,0.332,1.066
2026-07-15 17:4:07.4660,-0.123,-1.006,0.332,1.066
2026-07-15 17:4:07.4660,-0.123,-1.006,0.332,1.066
2026-07-15 17:4:07.4690,-0.129,-1.021,0.337,1.083
2026-07-15 17:4:07.4820,-0.137,-1.027,0.344,1.092
2026-07-15 17:4:07.4890,-0.144,-1.027,0.349,1.094
2026-07-15 17:4:07.5000,-0.149,-1.014,0.353,1.084
2026-07-15 17:4:07.5090,-0.149,-0.997,0.351,1.067
2026-07-15 17:4:07.5200,-0.148,-0.972,0.343,1.041
2026-07-15 17:4:07.5300,-0.149,-0.956,0.329,1.022
2026-07-15 17:4:07.5650,-0.152,-0.944,0.26,0.991
2026-07-15 17:4:07.5650,-0.152,-0.944,0.26,0.991
2026-07-15 17:4:07.5650,-0.152,-0.944,0.26,0.991
2026-07-15 17:4:07.5700,-0.148,-0.943,0.248,0.986
2026-07-15 17:4:07.5820,-0.143,-0.954,0.242,0.995
2026-07-15 17:4:07.5900,-0.129,-0.96,0.237,0.997
2026-07-15 17:4:07.6000,-0.111,-0.96,0.234,0.994
2026-07-15 17:4:07.6110,-0.105,-0.961,0.223,0.992
2026-07-15 17:4:07.6200,-0.109,-0.966,0.206,0.994
2026-07-15 17:4:07.6300,-0.104,-0.979,0.196,1.004
2026-07-15 17:4:07.6650,-0.114,-1.02,0.197,1.045
2026-07-15 17:4:07.6650,-0.114,-1.02,0.197,1.045
2026-07-15 17:4:07.6650,-0.114,-1.02,0.197,1.045
2026-07-15 17:4:07.6700,-0.117,-1.026,0.203,1.052
2026-07-15 17:4:07.6830,-0.12,-1.025,0.221,1.055
2026-07-15 17:4:07.6900,-0.115,-1.027,0.246,1.062
2026-07-15 17:4:07.7000,-0.108,-1.025,0.277,1.067
2026-07-15 17:4:07.7110,-0.103,-1.01,0.295,1.057
2026-07-15 17:4:07.7200,-0.108,-0.99,0.299,1.04
2026-07-15 17:4:07.7300,-0.119,-0.968,0.298,1.02
2026-07-15 17:4:07.7650,-0.141,-0.918,0.262,0.965
2026-07-15 17:4:07.7660,-0.141,-0.918,0.262,0.965
2026-07-15 17:4:07.7660,-0.141,-0.918,0.262,0.965
2026-07-15 17:4:07.7700,-0.136,-0.907,0.249,0.95
2026-07-15 17:4:07.7830,-0.129,-0.903,0.241,0.943
2026-07-15 17:4:07.7900,-0.118,-0.903,0.237,0.941
2026-07-15 17:4:07.8000,-0.109,-0.907,0.233,0.943
2026-07-15 17:4:07.8120,-0.098,-0.92,0.23,0.953
2026-07-15 17:4:07.8200,-0.093,-0.935,0.229,0.967
2026-07-15 17:4:07.8300,-0.09,-0.949,0.229,0.98
2026-07-15 17:4:07.8650,-0.089,-0.982,0.24,1.015
2026-07-15 17:4:07.8650,-0.089,-0.982,0.24,1.015
2026-07-15 17:4:07.8650,-0.089,-0.982,0.24,1.015
2026-07-15 17:4:07.8700,-0.093,-0.986,0.248,1.021
2026-07-15 17:4:07.8820,-0.096,-0.984,0.255,1.021
2026-07-15 17:4:07.8900,-0.096,-0.984,0.258,1.022
2026-07-15 17:4:07.9000,-0.103,-0.983,0.259,1.022
2026-07-15 17:4:07.9110,-0.103,-0.979,0.261,1.018
2026-07-15 17:4:07.9210,-0.101,-0.969,0.257,1.008
2026-07-15 17:4:07.9310,-0.102,-0.965,0.251,1.002
2026-07-15 17:4:07.9640,-0.091,-0.962,0.249,0.998
2026-07-15 17:4:07.9650,-0.091,-0.962,0.249,0.998
2026-07-15 17:4:07.9650,-0.091,-0.962,0.249,0.998
2026-07-15 17:4:07.9700,-0.09,-0.968,0.25,1.004
2026-07-15 17:4:07.9830,-0.083,-0.974,0.255,1.01
2026-07-15 17:4:07.9900,-0.076,-0.98,0.262,1.017
2026-07-15 17:4:08.0010,-0.068,-0.991,0.273,1.03
2026-07-15 17:4:08.0110,-0.065,-0.998,0.281,1.039
2026-07-15 17:4:08.0210,-0.06,-1.001,0.288,1.043
2026-07-15 17:4:08.0310,-0.056,-1.002,0.292,1.045
2026-07-15 17:4:08.0660,-0.043,-0.991,0.287,1.033
2026-07-15 17:4:08.0660,-0.043,-0.991,0.287,1.033
2026-07-15 17:4:08.0660,-0.043,-0.991,0.287,1.033
2026-07-15 17:4:08.0700,-0.045,-0.981,0.278,1.021
2026-07-15 17:4:08.0830,-0.055,-0.967,0.268,1.005
2026-07-15 17:4:08.0910,-0.068,-0.953,0.254,0.989
2026-07-15 17:4:08.1010,-0.076,-0.942,0.249,0.977
2026-07-15 17:4:08.1110,-0.081,-0.94,0.253,0.977
2026-07-15 17:4:08.1210,-0.09,-0.939,0.258,0.978
