time,gFx,gFy,gFz
2026-07-15 17:4:08.1310,-0.096,-0.941,0.27,0.984
2026-07-15 17:4:08.1670,-0.095,-0.957,0.29,1.004
2026-07-15 17:4:08.1670,-0.095,-0.957,0.29,1.004
2026-07-15 17:4:08.1670,-0.095,-0.957,0.29,1.004
2026-07-15 17:4:08.1710,-0.088,-0.968,0.289,1.014
2026-07-15 17:4:08.1830,-0.086,-0.981,0.286,1.025
2026-07-15 17:4:08.1910,-0.085,-0.991,0.278,1.033
2026-07-15 17:4:08.2010,-0.087,-0.996,0.267,1.035
2026-07-15 17:4:08.2110,-0.093,-0.997,0.258,1.034
2026-07-15 17:4:08.2210,-0.099,-0.993,0.252,1.029
2026-07-15 17:4:08.2320,-0.105,-0.98,0.249,1.017
2026-07-15 17:4:08.2660,-0.093,-0.941,0.238,0.975
2026-07-15 17:4:08.2660,-0.093,-0.941,0.238,0.975
2026-07-15 17:4:08.2660,-0.093,-0.941,0.238,0.975
2026-07-15 17:4:08.2710,-0.088,-0.938,0.229,0.97
2026-07-15 17:4:08.2830,-0.086,-0.94,0.223,0.97
2026-07-15 17:4:08.2910,-0.083,-0.943,0.221,0.972
2026-07-15 17:4:08.3010,-0.077,-0.948,0.221,0.976
2026-07-15 17:4:08.3110,-0.07,-0.954,0.225,0.983
2026-07-15 17:4:08.3210,-0.069,-0.958,0.232,0.988
2026-07-15 17:4:08.3320,-0.073,-0.963,0.242,0.996
2026-07-15 17:4:08.3660,-0.079,-0.972,0.271,1.012
2026-07-15 17:4:08.3660,-0.079,-0.972,0.271,1.012
2026-07-15 17:4:08.3660,-0.079,-0.972,0.271,1.012
2026-07-15 17:4:08.3710,-0.085,-0.971,0.279,1.014
2026-07-15 17:4:08.3830,-0.09,-0.969,0.282,1.013
2026-07-15 17:4:08.3910,-0.097,-0.966,0.279,1.01
2026-07-15 17:4:08.4010,-0.102,-0.963,0.275,1.007
2026-07-15 17:4:08.4110,-0.102,-0.96,0.266,1.001
2026-07-15 17:4:08.4210,-0.098,-0.957,0.252,0.994
2026-07-15 17:4:08.4310,-0.098,-0.951,0.23,0.983
2026-07-15 17:4:08.4660,-0.067,-0.898,0.077,0.904
2026-07-15 17:4:08.4660,-0.067,-0.898,0.077,0.904
2026-07-15 17:4:08.4660,-0.067,-0.898,0.077,0.904
2026-07-15 17:4:08.4710,-0.043,-0.927,0.151,0.94
2026-07-15 17:4:08.4830,-0.049,-0.976,0.202,0.998
2026-07-15 17:4:08.4910,-0.067,-1.004,0.243,1.035
2026-07-15 17:4:08.5010,-0.083,-1.014,0.292,1.058
2026-07-15 17:4:08.5110,-0.084,-1.015,0.339,1.073
2026-07-15 17:4:08.5220,-0.075,-1.008,0.379,1.08
2026-07-15 17:4:08.5320,-0.076,-0.996,0.406,1.078
2026-07-15 17:4:08.5690,-0.095,-0.965,0.406,1.051
2026-07-15 17:4:08.5690,-0.095,-0.965,0.406,1.051
2026-07-15 17:4:08.5690,-0.095,-0.965,0.406,1.051
2026-07-15 17:4:08.5710,-0.101,-0.949,0.365,1.022
2026-07-15 17:4:08.5830,-0.104,-0.934,0.317,0.992
2026-07-15 17:4:08.5910,-0.095,-0.922,0.27,0.965
2026-07-15 17:4:08.6010,-0.08,-0.917,0.236,0.95
2026-07-15 17:4:08.6110,-0.063,-0.917,0.214,0.944
2026-07-15 17:4:08.6220,-0.047,-0.922,0.203,0.945
2026-07-15 17:4:08.6320,-0.036,-0.934,0.204,0.957
2026-07-15 17:4:08.6470,-0.032,-0.949,0.212,0.973
2026-07-15 17:4:08.6680,-0.047,-0.972,0.252,1.005
2026-07-15 17:4:08.6680,-0.047,-0.972,0.252,1.005
2026-07-15 17:4:08.6710,-0.06,-0.977,0.275,1.017
2026-07-15 17:4:08.6840,-0.075,-0.981,0.294,1.027
2026-07-15 17:4:08.6910,-0.086,-0.983,0.305,1.033
2026-07-15 17:4:08.7020,-0.093,-0.982,0.314,1.035
2026-07-15 17:4:08.7120,-0.094,-0.98,0.319,1.035
2026-07-15 17:4:08.7220,-0.093,-0.979,0.316,1.033
2026-07-15 17:4:08.7320,-0.089,-0.976,0.304,1.026
2026-07-15 17:4:08.7480,-0.083,-0.973,0.295,1.02
2026-07-15 17:4:08.7670,-0.079,-0.964,0.272,1.005
2026-07-15 17:4:08.7680,-0.079,-0.964,0.272,1.005
2026-07-15 17:4:08.7720,-0.073,-0.962,0.263,1.0
2026-07-15 17:4:08.7830,-0.071,-0.957,0.257,0.993
2026-07-15 17:4:08.7920,-0.07,-0.956,0.249,0.99
2026-07-15 17:4:08.8020,-0.073,-0.953,0.246,0.987
2026-07-15 17:4:08.8120,-0.075,-0.951,0.243,0.984
2026-07-15 17:4:08.8220,-0.077,-0.951,0.243,0.985
2026-07-15 17:4:08.8320,-0.076,-0.95,0.25,0.985
2026-07-15 17:4:08.8660,-0.076,-0.953,0.265,0.992
2026-07-15 17:4:08.8660,-0.076,-0.953,0.265,0.992
2026-07-15 17:4:08.8660,-0.076,-0.953,0.265,0.992
2026-07-15 17:4:08.8720,-0.076,-0.953,0.267,0.993
2026-07-15 17:4:08.8830,-0.076,-0.954,0.265,0.993
2026-07-15 17:4:08.8920,-0.081,-0.952,0.261,0.99
2026-07-15 17:4:08.9020,-0.086,-0.954,0.255,0.991
2026-07-15 17:4:08.9120,-0.085,-0.954,0.251,0.99
2026-07-15 17:4:08.9220,-0.088,-0.956,0.248,0.992
2026-07-15 17:4:08.9330,-0.085,-0.958,0.246,0.993
2026-07-15 17:4:08.9670,-0.067,-0.97,0.258,1.006
2026-07-15 17:4:08.9680,-0.067,-0.97,0.258,1.006
2026-07-15 17:4:08.9680,-0.067,-0.97,0.258,1.006
2026-07-15 17:4:08.9720,-0.072,-0.972,0.258,1.008
2026-07-15 17:4:08.9840,-0.078,-0.971,0.258,1.008
2026-07-15 17:4:08.9920,-0.08,-0.969,0.258,1.006
2026-07-15 17:4:09.0020,-0.076,-0.965,0.259,1.002
2026-07-15 17:4:09.0120,-0.069,-0.96,0.26,0.997
2026-07-15 17:4:09.0220,-0.066,-0.956,0.26,0.993
2026-07-15 17:4:09.0330,-0.062,-0.955,0.262,0.992
2026-07-15 17:4:09.0680,-0.068,-0.949,0.243,0.982
2026-07-15 17:4:09.0680,-0.068,-0.949,0.243,0.982
2026-07-15 17:4:09.0680,-0.068,-0.949,0.243,0.982
2026-07-15 17:4:09.0720,-0.074,-0.946,0.237,0.978
2026-07-15 17:4:09.0840,-0.073,-0.942,0.233,0.973
2026-07-15 17:4:09.0920,-0.073,-0.94,0.236,0.972
2026-07-15 17:4:09.1020,-0.076,-0.938,0.24,0.971
2026-07-15 17:4:09.1120,-0.079,-0.938,0.243,0.972
2026-07-15 17:4:09.1230,-0.083,-0.943,0.249,0.979
2026-07-15 17:4:09.1330,-0.088,-0.949,0.257,0.987
2026-07-15 17:4:09.1690,-0.1,-0.975,0.291,1.022
2026-07-15 17:4:09.1690,-0.1,-0.975,0.291,1.022
2026-07-15 17:4:09.1690,-0.1,-0.975,0.291,1.022
2026-07-15 17:4:09.1720,-0.1,-0.984,0.3,1.034
2026-07-15 17:4:09.1830,-0.092,-0.991,0.315,1.044
2026-07-15 17:4:09.1920,-0.087,-0.994,0.323,1.049
2026-07-15 17:4:09.2020,-0.083,-0.995,0.325,1.05
2026-07-15 17:4:09.2130,-0.075,-0.992,0.325,1.047
2026-07-15 17:4:09.2230,-0.065,-0.988,0.318,1.04
2026-07-15 17:4:09.2330,-0.056,-0.982,0.305,1.03
2026-07-15 17:4:09.2680,-0.051,-0.957,0.254,0.991
2026-07-15 17:4:09.2680,-0.051,-0.957,0.254,0.991
2026-07-15 17:4:09.2680,-0.051,-0.957,0.254,0.991
2026-07-15 17:4:09.2720,-0.051,-0.95,0.242,0.982
2026-07-15 17:4:09.2840,-0.05,-0.942,0.236,0.972
2026-07-15 17:4:09.2930,-0.051,-0.939,0.235,0.969
2026-07-15 17:4:09.3020,-0.05,-0.938,0.238,0.969
2026-07-15 17:4:09.3130,-0.054,-0.935,0.243,0.968
2026-07-15 17:4:09.3230,-0.056,-0.934,0.244,0.967
2026-07-15 17:4:09.3330,-0.056,-0.936,0.249,0.97
2026-07-15 17:4:09.3680,-0.061,-0.946,0.278,0.988
2026-07-15 17:4:09.3680,-0.061,-0.946,0.278,0.988
2026-07-15 17:4:09.3680,-0.061,-0.946,0.278,0.988
2026-07-15 17:4:09.3720,-0.058,-0.95,0.286,0.994
2026-07-15 17:4:09.3840,-0.056,-0.956,0.29,1.001
2026-07-15 17:4:09.3930,-0.053,-0.961,0.292,1.006
2026-07-15 17:4:09.4030,-0.047,-0.961,0.299,1.008
2026-07-15 17:4:09.4130,-0.039,-0.958,0.308,1.007
2026-07-15 17:4:09.4230,-0.043,-0.955,0.312,1.006
2026-07-15 17:4:09.4330,-0.048,-0.948,0.309,0.998
2026-07-15 17:4:09.4690,-0.053,-0.939,0.288,0.984
2026-07-15 17:4:09.4690,-0.053,-0.939,0.288,0.984
2026-07-15 17:4:09.4690,-0.053,-0.939,0.288,0.984
2026-07-15 17:4:09.4730,-0.06,-0.942,0.271,0.982
2026-07-15 17:4:09.4840,-0.071,-0.943,0.251,0.978
2026-07-15 17:4:09.4930,-0.081,-0.943,0.243,0.977
2026-07-15 17:4:09.5030,-0.086,-0.944,0.244,0.979
2026-07-15 17:4:09.5130,-0.093,-0.947,0.252,0.984
2026-07-15 17:4:09.5230,-0.098,-0.952,0.269,0.994
2026-07-15 17:4:09.5330,-0.098,-0.956,0.291,1.004
2026-07-15 17:4:09.5710,-0.077,-0.972,0.345,1.034
2026-07-15 17:4:09.5710,-0.077,-0.972,0.345,1.034
2026-07-15 17:4:09.5710,-0.077,-0.972,0.345,1.034
2026-07-15 17:4:09.5730,-0.068,-0.976,0.354,1.04
2026-07-15 17:4:09.5840,-0.059,-0.978,0.356,1.042
2026-07-15 17:4:09.5930,-0.052,-0.98,0.35,1.042
2026-07-15 17:4:09.6030,-0.044,-0.976,0.335,1.033
2026-07-15 17:4:09.6130,-0.044,-0.97,0.319,1.022
2026-07-15 17:4:09.6230,-0.05,-0.963,0.302,1.01
2026-07-15 17:4:09.6330,-0.056,-0.958,0.29,1.002
2026-07-15 17:4:09.6710,-0.071,-0.95,0.293,0.997
2026-07-15 17:4:09.6710,-0.071,-0.95,0.293,0.997
2026-07-15 17:4:09.6710,-0.071,-0.95,0.293,0.997
2026-07-15 17:4:09.6730,-0.073,-0.949,0.296,0.997
2026-07-15 17:4:09.6840,-0.077,-0.95,0.301,1.0
2026-07-15 17:4:09.6930,-0.08,-0.951,0.303,1.001
2026-07-15 17:4:09.7030,-0.082,-0.952,0.305,1.003
2026-07-15 17:4:09.7130,-0.079,-0.951,0.303,1.001
2026-07-15 17:4:09.7230,-0.077,-0.949,0.302,0.999
2026-07-15 17:4:09.7330,-0.072,-0.949,0.298,0.997
2026-07-15 17:4:09.7490,-0.069,-0.952,0.296,0.999
2026-07-15 17:4:09.7690,-0.074,-0.954,0.293,1.001
2026-07-15 17:4:09.7690,-0.074,-0.954,0.293,1.001
2026-07-15 17:4:09.7730,-0.079,-0.956,0.292,1.003
2026-07-15 17:4:09.7840,-0.078,-0.957,0.289,1.003
2026-07-15 17:4:09.7940,-0.077,-0.956,0.29,1.002
2026-07-15 17:4:09.8030,-0.074,-0.951,0.295,0.998
2026-07-15 17:4:09.8140,-0.074,-0.947,0.296,0.995
2026-07-15 17:4:09.8230,-0.074,-0.944,0.3,0.993
2026-07-15 17:4:09.8340,-0.077,-0.943,0.3,0.993
2026-07-15 17:4:09.8510,-0.078,-0.942,0.295,0.99
2026-07-15 17:4:09.8530,-0.078,-0.943,0.295,0.991
2026-07-15 17:4:09.8800,-0.078,-0.949,0.299,0.998
2026-07-15 17:4:09.8800,-0.078,-0.949,0.299,0.998
2026-07-15 17:4:09.8830,-0.076,-0.952,0.297,1.0
2026-07-15 17:4:09.9000,-0.074,-0.955,0.299,1.003
2026-07-15 17:4:09.9030,-0.074,-0.957,0.296,1.004
2026-07-15 17:4:09.9130,-0.073,-0.957,0.294,1.004
2026-07-15 17:4:09.9240,-0.07,-0.955,0.29,1.001
2026-07-15 17:4:09.9340,-0.066,-0.956,0.286,1.0
2026-07-15 17:4:09.9510,-0.062,-0.953,0.28,0.995
2026-07-15 17:4:09.9540,-0.063,-0.95,0.276,0.991
2026-07-15 17:4:09.9790,-0.066,-0.95,0.283,0.993
2026-07-15 17:4:09.9790,-0.066,-0.95,0.283,0.993
2026-07-15 17:4:09.9840,-0.073,-0.95,0.29,0.996
2026-07-15 17:4:10.0000,-0.076,-0.95,0.297,0.998
2026-07-15 17:4:10.0040,-0.078,-0.95,0.301,1.0
2026-07-15 17:4:10.0140,-0.078,-0.952,0.305,1.003
2026-07-15 17:4:10.0240,-0.079,-0.952,0.305,1.003
2026-07-15 17:4:10.0340,-0.077,-0.951,0.305,1.002
2026-07-15 17:4:10.0510,-0.075,-0.95,0.303,1.0
2026-07-15 17:4:10.0540,-0.069,-0.952,0.3,1.001
2026-07-15 17:4:10.0820,-0.062,-0.955,0.297,1.002
2026-07-15 17:4:10.0820,-0.062,-0.955,0.297,1.002
2026-07-15 17:4:10.0840,-0.062,-0.956,0.297,1.003
2026-07-15 17:4:10.1010,-0.062,-0.958,0.297,1.005
2026-07-15 17:4:10.1040,-0.063,-0.956,0.299,1.004
2026-07-15 17:4:10.1140,-0.066,-0.954,0.301,1.003
2026-07-15 17:4:10.1240,-0.069,-0.951,0.303,1.0
2026-07-15 17:4:10.1340,-0.07,-0.947,0.307,0.998
2026-07-15 17:4:10.1510,-0.074,-0.944,0.309,0.996
2026-07-15 17:4:10.1540,-0.076,-0.941,0.31,0.994
2026-07-15 17:4:10.1810,-0.077,-0.938,0.306,0.99
2026-07-15 17:4:10.1810,-0.077,-0.938,0.306,0.99
2026-07-15 17:4:10.1840,-0.075,-0.938,0.305,0.989
2026-07-15 17:4:10.2010,-0.072,-0.939,0.308,0.991
2026-07-15 17:4:10.2040,-0.069,-0.942,0.306,0.993
2026-07-15 17:4:10.2140,-0.071,-0.946,0.303,0.996
2026-07-15 17:4:10.2240,-0.069,-0.949,0.302,0.998
2026-07-15 17:4:10.2350,-0.066,-0.951,0.304,1.001
2026-07-15 17:4:10.2510,-0.067,-0.954,0.309,1.005
2026-07-15 17:4:10.2540,-0.07,-0.953,0.312,1.005
2026-07-15 17:4:10.2800,-0.079,-0.952,0.319,1.007
2026-07-15 17:4:10.2800,-0.079,-0.952,0.319,1.007
2026-07-15 17:4:10.2840,-0.079,-0.951,0.323,1.007
2026-07-15 17:4:10.3010,-0.08,-0.947,0.326,1.005
2026-07-15 17:4:10.3040,-0.08,-0.945,0.325,1.003
2026-07-15 17:4:10.3140,-0.08,-0.942,0.325,1.0
2026-07-15 17:4:10.3240,-0.079,-0.94,0.321,0.996
2026-07-15 17:4:10.3350,-0.076,-0.94,0.318,0.995
2026-07-15 17:4:10.3510,-0.073,-0.941,0.317,0.996
2026-07-15 17:4:10.3540,-0.071,-0.943,0.316,0.997
2026-07-15 17:4:10.3810,-0.068,-0.949,0.322,1.004
2026-07-15 17:4:10.3810,-0.068,-0.949,0.322,1.004
2026-07-15 17:4:10.3840,-0.067,-0.954,0.323,1.009
2026-07-15 17:4:10.4000,-0.063,-0.957,0.326,1.013
2026-07-15 17:4:10.4040,-0.061,-0.96,0.329,1.017
2026-07-15 17:4:10.4140,-0.066,-0.962,0.328,1.019
2026-07-15 17:4:10.4250,-0.072,-0.963,0.331,1.021
2026-07-15 17:4:10.4350,-0.074,-0.958,0.333,1.017
2026-07-15 17:4:10.4510,-0.072,-0.953,0.336,1.013
2026-07-15 17:4:10.4540,-0.073,-0.948,0.336,1.008
2026-07-15 17:4:10.4810,-0.071,-0.94,0.336,1.001
2026-07-15 17:4:10.4810,-0.071,-0.94,0.336,1.001
2026-07-15 17:4:10.4840,-0.069,-0.937,0.335,0.997
2026-07-15 17:4:10.5000,-0.07,-0.936,0.333,0.996
2026-07-15 17:4:10.5040,-0.072,-0.936,0.33,0.995
2026-07-15 17:4:10.5150,-0.07,-0.934,0.326,0.992
2026-07-15 17:4:10.5250,-0.068,-0.934,0.324,0.991
2026-07-15 17:4:10.5350,-0.062,-0.935,0.321,0.991
2026-07-15 17:4:10.5510,-0.055,-0.941,0.32,0.995
2026-07-15 17:4:10.5550,-0.051,-0.948,0.319,1.002
2026-07-15 17:4:10.5820,-0.05,-0.956,0.319,1.009
2026-07-15 17:4:10.5820,-0.05,-0.956,0.319,1.009
2026-07-15 17:4:10.5850,-0.054,-0.957,0.316,1.009
2026-07-15 17:4:10.6000,-0.059,-0.954,0.317,1.007
2026-07-15 17:4:10.6050,-0.066,-0.953,0.319,1.007
2026-07-15 17:4:10.6150,-0.072,-0.948,0.32,1.003
2026-07-15 17:4:10.6250,-0.079,-0.943,0.32,0.999
2026-07-15 17:4:10.6350,-0.081,-0.939,0.323,0.996
2026-07-15 17:4:10.6490,-0.082,-0.937,0.325,0.995
2026-07-15 17:4:10.6550,-0.079,-0.936,0.329,0.995
2026-07-15 17:4:10.6830,-0.065,-0.935,0.333,0.995
2026-07-15 17:4:10.6830,-0.065,-0.935,0.333,0.995
2026-07-15 17:4:10.6850,-0.057,-0.934,0.326,0.991
2026-07-15 17:4:10.7000,-0.053,-0.933,0.322,0.988
2026-07-15 17:4:10.7050,-0.049,-0.933,0.32,0.988
2026-07-15 17:4:10.7150,-0.048,-0.935,0.319,0.989
2026-07-15 17:4:10.7250,-0.05,-0.937,0.318,0.991
2026-07-15 17:4:10.7350,-0.055,-0.939,0.318,0.993
2026-07-15 17:4:10.7510,-0.057,-0.942,0.321,0.997
2026-07-15 17:4:10.7550,-0.061,-0.943,0.329,1.001
2026-07-15 17:4:10.7790,-0.07,-0.946,0.327,1.003
2026-07-15 17:4:10.7800,-0.07,-0.946,0.327,1.003
2026-07-15 17:4:10.7850,-0.075,-0.946,0.329,1.004
2026-07-15 17:4:10.8000,-0.081,-0.948,0.326,1.006
2026-07-15 17:4:10.8050,-0.085,-0.95,0.323,1.007
2026-07-15 17:4:10.8150,-0.088,-0.95,0.325,1.008
2026-07-15 17:4:10.8250,-0.089,-0.955,0.325,1.013
2026-07-15 17:4:10.8350,-0.09,-0.957,0.321,1.013
2026-07-15 17:4:10.8510,-0.087,-0.957,0.323,1.014
2026-07-15 17:4:10.8550,-0.082,-0.954,0.327,1.012
2026-07-15 17:4:10.8800,-0.078,-0.952,0.331,1.011
2026-07-15 17:4:10.8800,-0.078,-0.952,0.331,1.011
2026-07-15 17:4:10.8850,-0.082,-0.951,0.328,1.009
2026-07-15 17:4:10.9010,-0.084,-0.949,0.322,1.006
2026-07-15 17:4:10.9050,-0.085,-0.947,0.318,1.003
2026-07-15 17:4:10.9150,-0.084,-0.947,0.313,1.001
2026-07-15 17:4:10.9250,-0.083,-0.946,0.31,0.999
2026-07-15 17:4:10.9360,-0.085,-0.944,0.305,0.996
2026-07-15 17:4:10.9510,-0.087,-0.943,0.307,0.996
2026-07-15 17:4:10.9550,-0.086,-0.941,0.311,0.995
2026-07-15 17:4:10.9800,-0.083,-0.935,0.324,0.993
2026-07-15 17:4:10.9800,-0.083,-0.935,0.324,0.993
2026-07-15 17:4:10.9850,-0.082,-0.929,0.331,0.99
2026-07-15 17:4:11.0000,-0.082,-0.924,0.333,0.986
2026-07-15 17:4:11.0050,-0.079,-0.919,0.338,0.982
2026-07-15 17:4:11.0160,-0.08,-0.917,0.339,0.981
2026-07-15 17:4:11.0260,-0.076,-0.919,0.338,0.982
2026-07-15 17:4:11.0360,-0.068,-0.921,0.336,0.983
2026-07-15 17:4:11.0500,-0.062,-0.927,0.336,0.988
2026-07-15 17:4:11.0560,-0.053,-0.934,0.332,0.993
2026-07-15 17:4:11.0810,-0.049,-0.949,0.328,1.005
2026-07-15 17:4:11.0810,-0.049,-0.949,0.328,1.005
2026-07-15 17:4:11.0850,-0.048,-0.955,0.325,1.01
2026-07-15 17:4:11.1000,-0.052,-0.958,0.325,1.013
2026-07-15 17:4:11.1050,-0.057,-0.956,0.326,1.012
2026-07-15 17:4:11.1160,-0.065,-0.952,0.329,1.009
2026-07-15 17:4:11.1260,-0.072,-0.946,0.332,1.005
2026-07-15 17:4:11.1360,-0.076,-0.939,0.333,0.999
2026-07-15 17:4:11.1500,-0.078,-0.935,0.333,0.996
2026-07-15 17:4:11.1560,-0.077,-0.931,0.333,0.992
2026-07-15 17:4:11.1800,-0.072,-0.928,0.333,0.989
2026-07-15 17:4:11.1800,-0.072,-0.928,0.333,0.989
2026-07-15 17:4:11.1850,-0.069,-0.928,0.333,0.988
2026-07-15 17:4:11.1980,-0.069,-0.93,0.337,0.992
2026-07-15 17:4:11.2050,-0.069,-0.935,0.342,0.998
2026-07-15 17:4:11.2160,-0.073,-0.939,0.346,1.003
2026-07-15 17:4:11.2260,-0.074,-0.942,0.352,1.008
2026-07-15 17:4:11.2360,-0.076,-0.943,0.354,1.01
2026-07-15 17:4:11.2510,-0.078,-0.943,0.35,1.009
2026-07-15 17:4:11.2560,-0.076,-0.946,0.347,1.01
2026-07-15 17:4:11.2800,-0.078,-0.942,0.34,1.005
2026-07-15 17:4:11.2810,-0.078,-0.942,0.34,1.005
2026-07-15 17:4:11.2860,-0.076,-0.941,0.338,1.003
2026-07-15 17:4:11.2990,-0.076,-0.937,0.339,0.999
2026-07-15 17:4:11.3060,-0.074,-0.935,0.339,0.997
2026-07-15 17:4:11.3160,-0.072,-0.935,0.336,0.996
2026-07-15 17:4:11.3260,-0.071,-0.936,0.336,0.997
2026-07-15 17:4:11.3360,-0.07,-0.94,0.337,1.001
2026-07-15 17:4:11.3520,-0.071,-0.943,0.341,1.005
2026-07-15 17:4:11.3560,-0.071,-0.944,0.342,1.007
2026-07-15 17:4:11.3800,-0.07,-0.945,0.344,1.008
2026-07-15 17:4:11.3810,-0.07,-0.945,0.344,1.008
2026-07-15 17:4:11.3860,-0.072,-0.945,0.342,1.008
2026-07-15 17:4:11.3990,-0.073,-0.941,0.341,1.004
2026-07-15 17:4:11.4060,-0.075,-0.94,0.341,1.003
2026-07-15 17:4:11.4160,-0.073,-0.938,0.339,1.0
2026-07-15 17:4:11.4260,-0.07,-0.934,0.336,0.995
2026-07-15 17:4:11.4360,-0.066,-0.936,0.331,0.995
2026-07-15 17:4:11.4520,-0.067,-0.938,0.326,0.995
2026-07-15 17:4:11.4560,-0.07,-0.939,0.323,0.995
2026-07-15 17:4:11.4820,-0.075,-0.938,0.328,0.997
2026-07-15 17:4:11.4820,-0.075,-0.938,0.328,0.997
2026-07-15 17:4:11.4860,-0.075,-0.94,0.332,1.0
2026-07-15 17:4:11.4990,-0.075,-0.941,0.334,1.001
2026-07-15 17:4:11.5060,-0.077,-0.942,0.335,1.003
2026-07-15 17:4:11.5160,-0.079,-0.942,0.33,1.001
2026-07-15 17:4:11.5260,-0.08,-0.94,0.329,0.999
2026-07-15 17:4:11.5370,-0.079,-0.94,0.327,0.998
2026-07-15 17:4:11.5520,-0.077,-0.939,0.329,0.998
2026-07-15 17:4:11.5560,-0.077,-0.937,0.326,0.995
2026-07-15 17:4:11.5810,-0.077,-0.934,0.319,0.99
2026-07-15 17:4:11.5820,-0.077,-0.934,0.319,0.99
2026-07-15 17:4:11.5860,-0.075,-0.934,0.317,0.989
2026-07-15 17:4:11.6000,-0.075,-0.936,0.316,0.991
2026-07-15 17:4:11.6060,-0.074,-0.938,0.316,0.993
2026-07-15 17:4:11.6170,-0.072,-0.94,0.318,0.995
2026-07-15 17:4:11.6270,-0.071,-0.944,0.322,1.0
2026-07-15 17:4:11.6370,-0.07,-0.946,0.324,1.002
2026-07-15 17:4:11.6510,-0.068,-0.946,0.325,1.003
2026-07-15 17:4:11.6560,-0.067,-0.947,0.326,1.004
2026-07-15 17:4:11.6830,-0.065,-0.952,0.322,1.007
2026-07-15 17:4:11.6830,-0.065,-0.952,0.322,1.007
2026-07-15 17:4:11.6860,-0.064,-0.951,0.319,1.005
2026-07-15 17:4:11.6990,-0.064,-0.952,0.315,1.005
2026-07-15 17:4:11.7060,-0.063,-0.952,0.314,1.004
2026-07-15 17:4:11.7170,-0.064,-0.95,0.316,1.003
2026-07-15 17:4:11.7260,-0.064,-0.944,0.319,0.998
2026-07-15 17:4:11.7370,-0.066,-0.943,0.318,0.997
2026-07-15 17:4:11.7530,-0.067,-0.94,0.317,0.994
2026-07-15 17:4:11.7570,-0.07,-0.939,0.316,0.993
2026-07-15 17:4:11.7810,-0.074,-0.939,0.318,0.994
2026-07-15 17:4:11.7810,-0.074,-0.939,0.318,0.994
2026-07-15 17:4:11.7860,-0.072,-0.939,0.321,0.995
2026-07-15 17:4:11.7990,-0.07,-0.94,0.323,0.996
2026-07-15 17:4:11.8070,-0.069,-0.939,0.322,0.995
2026-07-15 17:4:11.8170,-0.068,-0.939,0.316,0.993
2026-07-15 17:4:11.8270,-0.07,-0.941,0.315,0.995
2026-07-15 17:4:11.8370,-0.07,-0.942,0.317,0.996
2026-07-15 17:4:11.8530,-0.071,-0.941,0.319,0.996
2026-07-15 17:4:11.8570,-0.07,-0.938,0.322,0.994
2026-07-15 17:4:11.8810,-0.076,-0.937,0.328,0.996
2026-07-15 17:4:11.8810,-0.076,-0.937,0.328,0.996
2026-07-15 17:4:11.8870,-0.079,-0.938,0.332,0.998
2026-07-15 17:4:11.9000,-0.078,-0.939,0.332,0.999
2026-07-15 17:4:11.9070,-0.079,-0.939,0.333,0.999
2026-07-15 17:4:11.9170,-0.078,-0.939,0.331,0.999
2026-07-15 17:4:11.9280,-0.078,-0.94,0.329,0.999
2026-07-15 17:4:11.9370,-0.076,-0.94,0.326,0.998
2026-07-15 17:4:11.9520,-0.076,-0.94,0.325,0.997
2026-07-15 17:4:11.9570,-0.075,-0.943,0.324,1.0
2026-07-15 17:4:11.9830,-0.072,-0.945,0.327,1.003
2026-07-15 17:4:11.9830,-0.072,-0.945,0.327,1.003
2026-07-15 17:4:11.9870,-0.067,-0.945,0.33,1.003
2026-07-15 17:4:11.9990,-0.066,-0.947,0.331,1.005
2026-07-15 17:4:12.0070,-0.066,-0.944,0.331,1.003
2026-07-15 17:4:12.0170,-0.068,-0.941,0.334,1.001
2026-07-15 17:4:12.0290,-0.071,-0.937,0.338,0.999
2026-07-15 17:4:12.0370,-0.075,-0.937,0.342,1.0
2026-07-15 17:4:12.0530,-0.078,-0.936,0.343,1.0
2026-07-15 17:4:12.0570,-0.08,-0.935,0.345,1.0
2026-07-15 17:4:12.0830,-0.078,-0.937,0.343,1.001
2026-07-15 17:4:12.0840,-0.078,-0.937,0.343,1.001
2026-07-15 17:4:12.0870,-0.073,-0.938,0.339,1.0
2026-07-15 17:4:12.1000,-0.07,-0.942,0.335,1.002
2026-07-15 17:4:12.1070,-0.066,-0.944,0.332,1.003
2026-07-15 17:4:12.1170,-0.063,-0.947,0.332,1.005
2026-07-15 17:4:12.1280,-0.064,-0.948,0.333,1.007
2026-07-15 17:4:12.1380,-0.065,-0.949,0.337,1.009
2026-07-15 17:4:12.1530,-0.066,-0.949,0.343,1.011
2026-07-15 17:4:12.1580,-0.07,-0.945,0.346,1.009
2026-07-15 17:4:12.1810,-0.077,-0.937,0.349,1.003
2026-07-15 17:4:12.1810,-0.077,-0.937,0.349,1.003
2026-07-15 17:4:12.1870,-0.08,-0.934,0.351,1.001
2026-07-15 17:4:12.2000,-0.08,-0.931,0.352,0.999
2026-07-15 17:4:12.2070,-0.078,-0.928,0.352,0.996
2026-07-15 17:4:12.2170,-0.077,-0.926,0.348,0.992
2026-07-15 17:4:12.2290,-0.075,-0.928,0.34,0.991
2026-07-15 17:4:12.2380,-0.07,-0.928,0.339,0.99
