time,gFx,gFy,gFz
2026-07-22 10:31:39.4250,0.034,-1.043,0.122,1.051
2026-07-22 10:31:39.4250,0.034,-1.043,0.122,1.051
2026-07-22 10:31:39.4350,0.036,-1.054,0.161,1.067
2026-07-22 10:31:39.4450,0.061,-0.967,0.18,0.985
2026-07-22 10:31:39.4580,0.025,-0.993,0.112,1.0
2026-07-22 10:31:39.4760,-0.013,-0.986,0.022,0.986
2026-07-22 10:31:39.4770,-0.013,-0.986,0.022,0.986
2026-07-22 10:31:39.4850,-0.016,-0.986,0.038,0.987
2026-07-22 10:31:39.4950,-0.019,-0.985,0.059,0.987
2026-07-22 10:31:39.5050,-0.023,-0.972,0.061,0.974
2026-07-22 10:31:39.5150,-0.013,-0.982,0.066,0.984
2026-07-22 10:31:39.5250,-0.012,-0.994,0.06,0.996
2026-07-22 10:31:39.5350,-0.012,-0.999,0.071,1.002
2026-07-22 10:31:39.5460,-0.019,-0.996,0.068,0.998
2026-07-22 10:31:39.5600,-0.018,-0.996,0.074,0.999
2026-07-22 10:31:39.5810,-0.036,-0.986,0.075,0.99
2026-07-22 10:31:39.5810,-0.036,-0.986,0.075,0.99
2026-07-22 10:31:39.5850,-0.037,-0.989,0.071,0.992
2026-07-22 10:31:39.6000,-0.03,-0.992,0.068,0.995
2026-07-22 10:31:39.6050,-0.024,-0.989,0.058,0.991
2026-07-22 10:31:39.6160,-0.023,-0.988,0.048,0.989
2026-07-22 10:31:39.6250,-0.017,-0.988,0.047,0.989
2026-07-22 10:31:39.6360,-0.014,-0.984,0.044,0.985
2026-07-22 10:31:39.6470,-0.017,-0.975,0.034,0.976
2026-07-22 10:31:39.6810,-0.003,-0.992,0.018,0.992
2026-07-22 10:31:39.6810,-0.003,-0.992,0.018,0.992
2026-07-22 10:31:39.6810,-0.003,-0.992,0.018,0.992
2026-07-22 10:31:39.6850,-0.003,-0.999,0.031,0.999
2026-07-22 10:31:39.7000,-0.001,-1.006,0.038,1.007
2026-07-22 10:31:39.7060,0.003,-1.024,0.06,1.026
2026-07-22 10:31:39.7160,0.009,-1.033,0.062,1.035
2026-07-22 10:31:39.7260,0.014,-1.033,0.062,1.035
2026-07-22 10:31:39.7360,0.021,-1.028,0.057,1.03
2026-07-22 10:31:39.7460,0.026,-1.014,0.046,1.015
2026-07-22 10:31:39.7820,0.023,-0.959,-0.024,0.96
2026-07-22 10:31:39.7820,0.023,-0.959,-0.024,0.96
2026-07-22 10:31:39.7830,0.023,-0.959,-0.024,0.96
2026-07-22 10:31:39.7860,0.016,-0.938,-0.042,0.939
2026-07-22 10:31:39.8010,0.034,-0.916,-0.061,0.919
2026-07-22 10:31:39.8060,0.051,-0.92,-0.072,0.924
2026-07-22 10:31:39.8160,0.016,-0.948,-0.052,0.95
2026-07-22 10:31:39.8260,0.0,-0.957,-0.038,0.958
2026-07-22 10:31:39.8360,-0.012,-0.956,-0.04,0.957
2026-07-22 10:31:39.8480,-0.102,-1.081,-0.001,1.086
2026-07-22 10:31:39.8820,-0.01,-1.131,0.08,1.134
2026-07-22 10:31:39.8820,-0.01,-1.131,0.08,1.134
2026-07-22 10:31:39.8820,-0.01,-1.131,0.08,1.134
2026-07-22 10:31:39.8860,0.005,-1.074,0.07,1.076
2026-07-22 10:31:39.9000,0.046,-1.006,0.043,1.008
2026-07-22 10:31:39.9060,0.131,-0.944,0.079,0.956
2026-07-22 10:31:39.9160,0.214,-0.89,0.158,0.929
2026-07-22 10:31:39.9260,0.165,-0.849,0.232,0.895
2026-07-22 10:31:39.9360,-0.008,-0.835,0.228,0.866
2026-07-22 10:31:39.9470,-0.119,-0.855,0.187,0.883
2026-07-22 10:31:39.9830,-0.035,-1.028,0.095,1.033
2026-07-22 10:31:39.9830,-0.035,-1.028,0.095,1.033
2026-07-22 10:31:39.9830,-0.035,-1.028,0.095,1.033
2026-07-22 10:31:39.9860,0.03,-1.071,0.081,1.074
2026-07-22 10:31:40.0000,0.055,-1.1,0.072,1.104
2026-07-22 10:31:40.0060,0.053,-1.117,0.072,1.121
2026-07-22 10:31:40.0160,0.044,-1.116,0.084,1.12
2026-07-22 10:31:40.0260,0.037,-1.106,0.103,1.111
2026-07-22 10:31:40.0360,0.035,-1.087,0.124,1.095
2026-07-22 10:31:40.0460,0.026,-1.059,0.138,1.068
2026-07-22 10:31:40.0830,0.009,-1.003,0.129,1.011
2026-07-22 10:31:40.0840,0.009,-1.003,0.129,1.011
2026-07-22 10:31:40.0840,0.009,-1.003,0.129,1.011
2026-07-22 10:31:40.0860,0.014,-0.995,0.115,1.002
2026-07-22 10:31:40.1000,0.014,-0.989,0.099,0.994
2026-07-22 10:31:40.1060,0.011,-0.985,0.089,0.989
2026-07-22 10:31:40.1160,0.014,-0.981,0.085,0.985
2026-07-22 10:31:40.1260,0.019,-0.975,0.086,0.979
2026-07-22 10:31:40.1370,0.018,-0.973,0.089,0.977
2026-07-22 10:31:40.1470,0.007,-0.971,0.09,0.975
2026-07-22 10:31:40.1820,-0.036,-0.962,0.09,0.967
2026-07-22 10:31:40.1820,-0.036,-0.962,0.09,0.967
2026-07-22 10:31:40.1820,-0.036,-0.962,0.09,0.967
2026-07-22 10:31:40.1860,-0.044,-0.968,0.09,0.973
2026-07-22 10:31:40.2020,-0.05,-0.973,0.09,0.978
2026-07-22 10:31:40.2060,-0.055,-0.974,0.087,0.979
2026-07-22 10:31:40.2170,-0.074,-0.979,0.082,0.985
2026-07-22 10:31:40.2260,-0.095,-0.986,0.08,0.994
2026-07-22 10:31:40.2370,-0.107,-0.984,0.082,0.993
2026-07-22 10:31:40.2470,-0.118,-0.973,0.083,0.984
2026-07-22 10:31:40.2850,-0.116,-0.952,0.071,0.962
2026-07-22 10:31:40.2850,-0.116,-0.952,0.071,0.962
2026-07-22 10:31:40.2850,-0.116,-0.952,0.071,0.962
2026-07-22 10:31:40.2860,-0.109,-0.961,0.069,0.97
2026-07-22 10:31:40.3000,-0.101,-0.976,0.068,0.984
2026-07-22 10:31:40.3060,-0.094,-0.991,0.075,0.998
2026-07-22 10:31:40.3170,-0.083,-1.008,0.091,1.015
2026-07-22 10:31:40.3260,-0.065,-1.024,0.111,1.032
2026-07-22 10:31:40.3370,-0.049,-1.032,0.132,1.042
2026-07-22 10:31:40.3470,-0.038,-1.029,0.145,1.04
2026-07-22 10:31:40.3820,-0.018,-0.964,0.128,0.973
2026-07-22 10:31:40.3830,-0.018,-0.964,0.128,0.973
2026-07-22 10:31:40.3830,-0.018,-0.964,0.128,0.973
2026-07-22 10:31:40.3860,-0.02,-0.938,0.113,0.945
2026-07-22 10:31:40.4000,-0.019,-0.922,0.102,0.928
2026-07-22 10:31:40.4060,-0.015,-0.921,0.096,0.926
2026-07-22 10:31:40.4170,-0.006,-0.933,0.098,0.938
2026-07-22 10:31:40.4270,-0.001,-0.95,0.107,0.956
2026-07-22 10:31:40.4370,0.003,-0.972,0.122,0.98
2026-07-22 10:31:40.4470,0.01,-0.994,0.136,1.003
2026-07-22 10:31:40.4850,0.055,-1.032,0.167,1.047
2026-07-22 10:31:40.4850,0.055,-1.032,0.167,1.047
2026-07-22 10:31:40.4850,0.055,-1.032,0.167,1.047
2026-07-22 10:31:40.4860,0.073,-1.04,0.167,1.056
2026-07-22 10:31:40.5000,0.092,-1.042,0.169,1.06
2026-07-22 10:31:40.5070,0.113,-1.036,0.168,1.056
2026-07-22 10:31:40.5170,0.133,-1.029,0.168,1.051
2026-07-22 10:31:40.5270,0.15,-1.022,0.168,1.047
2026-07-22 10:31:40.5370,0.162,-1.01,0.168,1.037
2026-07-22 10:31:40.5470,0.17,-0.998,0.168,1.026
2026-07-22 10:31:40.5850,0.143,-0.977,0.143,0.998
2026-07-22 10:31:40.5850,0.143,-0.977,0.143,0.998
2026-07-22 10:31:40.5850,0.143,-0.977,0.143,0.998
2026-07-22 10:31:40.5870,0.124,-0.981,0.139,0.999
2026-07-22 10:31:40.6000,0.104,-0.982,0.138,0.997
2026-07-22 10:31:40.6070,0.078,-0.986,0.141,0.999
2026-07-22 10:31:40.6170,0.05,-0.992,0.149,1.004
2026-07-22 10:31:40.6270,0.029,-1.0,0.163,1.014
2026-07-22 10:31:40.6370,0.017,-1.002,0.177,1.018
2026-07-22 10:31:40.6480,0.003,-0.999,0.181,1.015
2026-07-22 10:31:40.6840,-0.011,-1.0,0.167,1.014
2026-07-22 10:31:40.6840,-0.011,-1.0,0.167,1.014
2026-07-22 10:31:40.6840,-0.011,-1.0,0.167,1.014
2026-07-22 10:31:40.6870,-0.003,-1.004,0.167,1.018
2026-07-22 10:31:40.7020,-0.003,-1.003,0.162,1.016
2026-07-22 10:31:40.7070,-0.008,-0.999,0.152,1.011
2026-07-22 10:31:40.7170,-0.015,-0.991,0.146,1.002
2026-07-22 10:31:40.7270,-0.02,-0.986,0.143,0.997
2026-07-22 10:31:40.7370,-0.018,-0.983,0.144,0.994
2026-07-22 10:31:40.7470,-0.017,-0.981,0.148,0.992
2026-07-22 10:31:40.7850,-0.01,-0.98,0.159,0.993
2026-07-22 10:31:40.7850,-0.01,-0.98,0.159,0.993
2026-07-22 10:31:40.7850,-0.01,-0.98,0.159,0.993
2026-07-22 10:31:40.7870,-0.015,-0.977,0.158,0.99
2026-07-22 10:31:40.8000,-0.026,-0.974,0.158,0.987
2026-07-22 10:31:40.8070,-0.039,-0.968,0.149,0.98
2026-07-22 10:31:40.8170,-0.047,-0.964,0.134,0.974
2026-07-22 10:31:40.8270,-0.046,-0.962,0.115,0.97
2026-07-22 10:31:40.8380,-0.035,-0.955,0.098,0.961
2026-07-22 10:31:40.8480,-0.029,-0.953,0.092,0.958
2026-07-22 10:31:40.8830,-0.041,-0.961,0.117,0.969
2026-07-22 10:31:40.8830,-0.041,-0.961,0.117,0.969
2026-07-22 10:31:40.8830,-0.041,-0.961,0.117,0.969
2026-07-22 10:31:40.8870,-0.035,-0.97,0.132,0.98
2026-07-22 10:31:40.9000,-0.021,-0.982,0.151,0.994
2026-07-22 10:31:40.9070,-0.003,-0.993,0.169,1.007
2026-07-22 10:31:40.9170,0.011,-1.002,0.183,1.019
2026-07-22 10:31:40.9290,0.018,-1.012,0.194,1.031
2026-07-22 10:31:40.9380,0.019,-1.028,0.201,1.048
2026-07-22 10:31:40.9480,0.017,-1.045,0.201,1.064
2026-07-22 10:31:40.9840,-0.015,-1.039,0.222,1.063
2026-07-22 10:31:40.9840,-0.015,-1.039,0.222,1.063
2026-07-22 10:31:40.9840,-0.015,-1.039,0.222,1.063
2026-07-22 10:31:40.9870,-0.03,-1.013,0.241,1.042
2026-07-22 10:31:41.0000,-0.044,-0.984,0.26,1.019
2026-07-22 10:31:41.0070,-0.056,-0.963,0.284,1.006
2026-07-22 10:31:41.0180,-0.069,-0.944,0.307,0.995
2026-07-22 10:31:41.0290,-0.08,-0.926,0.328,0.986
2026-07-22 10:31:41.0380,-0.094,-0.913,0.343,0.98
2026-07-22 10:31:41.0480,-0.102,-0.896,0.351,0.968
2026-07-22 10:31:41.0840,-0.055,-0.883,0.311,0.938
