time,gFx,gFy,gFz
2026-07-13 19:46:13.9070,0.027,-1.045,0.001,1.045
2026-07-13 19:46:13.9150,0.033,-1.08,0.002,1.081
2026-07-13 19:46:13.9260,0.07,-1.095,0.007,1.097
2026-07-13 19:46:13.9360,0.083,-1.096,-0.007,1.099
2026-07-13 19:46:13.9460,0.078,-1.089,-0.011,1.092
2026-07-13 19:46:13.9610,0.078,-1.071,-0.025,1.074
2026-07-13 19:46:13.9650,0.078,-1.057,-0.033,1.06
2026-07-13 19:46:13.9900,0.204,-1.093,0.215,1.132
2026-07-13 19:46:13.9910,0.204,-1.093,0.215,1.132
2026-07-13 19:46:13.9950,0.068,-1.028,0.155,1.042
2026-07-13 19:46:14.0080,-0.123,-0.949,0.057,0.959
2026-07-13 19:46:14.0160,-0.164,-0.906,0.001,0.921
2026-07-13 19:46:14.0260,-0.122,-0.919,-0.024,0.927
2026-07-13 19:46:14.0360,-0.051,-0.95,-0.02,0.952
2026-07-13 19:46:14.0460,-0.006,-0.977,-0.0,0.977
2026-07-13 19:46:14.0620,0.002,-1.006,0.033,1.007
2026-07-13 19:46:14.0660,-0.029,-1.016,0.076,1.019
2026-07-13 19:46:14.0890,-0.076,-1.037,0.183,1.056
2026-07-13 19:46:14.0890,-0.076,-1.037,0.183,1.056
2026-07-13 19:46:14.0960,0.017,-1.033,0.06,1.035
2026-07-13 19:46:14.1080,0.059,-1.009,-0.048,1.012
2026-07-13 19:46:14.1160,0.071,-0.979,-0.093,0.986
2026-07-13 19:46:14.1260,0.074,-0.949,-0.092,0.956
2026-07-13 19:46:14.1360,0.063,-0.929,-0.082,0.935
2026-07-13 19:46:14.1460,0.037,-0.918,-0.067,0.921
2026-07-13 19:46:14.1610,0.011,-0.919,-0.055,0.921
2026-07-13 19:46:14.1660,-0.01,-0.934,-0.039,0.935
2026-07-13 19:46:14.1900,-0.011,-0.98,0.01,0.98
2026-07-13 19:46:14.1910,-0.011,-0.98,0.01,0.98
2026-07-13 19:46:14.1960,-0.0,-0.991,0.041,0.992
2026-07-13 19:46:14.2070,0.017,-0.996,0.066,0.998
2026-07-13 19:46:14.2160,0.041,-0.99,0.083,0.994
2026-07-13 19:46:14.2260,0.069,-0.977,0.091,0.984
2026-07-13 19:46:14.2360,0.089,-0.958,0.094,0.967
2026-07-13 19:46:14.2460,0.093,-0.928,0.094,0.937
2026-07-13 19:46:14.2610,0.099,-0.903,0.09,0.913
2026-07-13 19:46:14.2660,0.104,-0.893,0.069,0.902
2026-07-13 19:46:14.2920,0.117,-0.908,-0.012,0.916
2026-07-13 19:46:14.2920,0.117,-0.908,-0.012,0.916
2026-07-13 19:46:14.2960,0.117,-0.93,-0.039,0.938
2026-07-13 19:46:14.3080,0.111,-0.969,-0.052,0.977
2026-07-13 19:46:14.3160,0.105,-1.012,-0.053,1.019
2026-07-13 19:46:14.3260,0.102,-1.05,-0.045,1.056
2026-07-13 19:46:14.3360,0.102,-1.083,-0.028,1.088
2026-07-13 19:46:14.3460,0.105,-1.107,-0.003,1.112
2026-07-13 19:46:14.3570,0.115,-1.12,0.001,1.126
2026-07-13 19:46:14.3660,0.126,-1.118,-0.004,1.125
2026-07-13 19:46:14.3890,0.135,-1.05,0.028,1.059
2026-07-13 19:46:14.3900,0.135,-1.05,0.028,1.059
2026-07-13 19:46:14.3960,0.127,-1.005,0.017,1.013
2026-07-13 19:46:14.4080,0.133,-0.977,-0.013,0.986
2026-07-13 19:46:14.4160,0.144,-0.941,-0.034,0.953
2026-07-13 19:46:14.4260,0.141,-0.923,-0.038,0.934
2026-07-13 19:46:14.4360,0.132,-0.915,-0.032,0.925
2026-07-13 19:46:14.4470,0.12,-0.914,-0.02,0.922
2026-07-13 19:46:14.4620,0.112,-0.934,-0.001,0.941
2026-07-13 19:46:14.4660,0.101,-0.961,0.03,0.967
2026-07-13 19:46:14.4890,0.114,-1.017,0.046,1.024
2026-07-13 19:46:14.4900,0.114,-1.017,0.046,1.024
2026-07-13 19:46:14.4960,0.122,-1.041,0.056,1.05
2026-07-13 19:46:14.5080,0.117,-1.069,0.078,1.078
2026-07-13 19:46:14.5160,0.106,-1.082,0.082,1.09
2026-07-13 19:46:14.5270,0.113,-1.096,0.081,1.105
2026-07-13 19:46:14.5370,0.118,-1.112,0.059,1.12
2026-07-13 19:46:14.5470,0.122,-1.109,0.058,1.117
2026-07-13 19:46:14.5620,0.113,-1.093,0.059,1.1
2026-07-13 19:46:14.5670,0.095,-1.075,0.069,1.081
2026-07-13 19:46:14.5900,0.097,-1.026,0.092,1.035
2026-07-13 19:46:14.5900,0.097,-1.026,0.092,1.035
2026-07-13 19:46:14.5970,0.114,-1.012,0.093,1.023
2026-07-13 19:46:14.6080,0.136,-1.001,0.086,1.014
2026-07-13 19:46:14.6160,0.159,-1.005,0.078,1.02
2026-07-13 19:46:14.6270,0.168,-1.012,0.076,1.029
2026-07-13 19:46:14.6370,0.166,-1.019,0.081,1.036
2026-07-13 19:46:14.6470,0.15,-1.018,0.095,1.033
2026-07-13 19:46:14.6630,0.138,-1.012,0.113,1.028
2026-07-13 19:46:14.6670,0.142,-1.005,0.116,1.022
2026-07-13 19:46:14.6940,0.156,-0.994,0.057,1.008
2026-07-13 19:46:14.6940,0.156,-0.994,0.057,1.008
2026-07-13 19:46:14.6970,0.165,-0.999,0.035,1.013
2026-07-13 19:46:14.7080,0.168,-1.018,0.041,1.033
2026-07-13 19:46:14.7170,0.163,-1.041,0.074,1.056
2026-07-13 19:46:14.7270,0.147,-1.068,0.117,1.084
2026-07-13 19:46:14.7370,0.121,-1.098,0.16,1.116
2026-07-13 19:46:14.7470,0.09,-1.125,0.194,1.145
2026-07-13 19:46:14.7610,0.066,-1.141,0.212,1.162
2026-07-13 19:46:14.7670,0.057,-1.151,0.221,1.173
2026-07-13 19:46:14.7890,0.065,-1.133,0.21,1.154
2026-07-13 19:46:14.7890,0.065,-1.133,0.21,1.154
2026-07-13 19:46:14.7970,0.064,-1.103,0.19,1.121
2026-07-13 19:46:14.8080,0.054,-1.064,0.166,1.078
2026-07-13 19:46:14.8170,0.034,-1.021,0.142,1.031
2026-07-13 19:46:14.8270,0.006,-0.985,0.13,0.994
2026-07-13 19:46:14.8380,-0.036,-0.957,0.12,0.965
2026-07-13 19:46:14.8480,-0.069,-0.934,0.118,0.944
2026-07-13 19:46:14.8590,-0.102,-0.908,0.111,0.92
2026-07-13 19:46:14.8670,-0.123,-0.897,0.105,0.911
2026-07-13 19:46:14.8890,-0.138,-0.874,0.103,0.891
2026-07-13 19:46:14.8890,-0.138,-0.874,0.103,0.891
2026-07-13 19:46:14.8970,-0.138,-0.882,0.106,0.899
2026-07-13 19:46:14.9080,-0.129,-0.889,0.111,0.905
2026-07-13 19:46:14.9170,-0.11,-0.895,0.11,0.908
2026-07-13 19:46:14.9270,-0.089,-0.908,0.111,0.919
2026-07-13 19:46:14.9370,-0.063,-0.918,0.12,0.928
2026-07-13 19:46:14.9480,-0.033,-0.927,0.133,0.937
2026-07-13 19:46:14.9600,-0.01,-0.937,0.144,0.948
2026-07-13 19:46:14.9670,0.008,-0.942,0.153,0.954
2026-07-13 19:46:14.9890,0.016,-0.948,0.155,0.961
2026-07-13 19:46:14.9890,0.016,-0.948,0.155,0.961
2026-07-13 19:46:14.9970,0.013,-0.943,0.153,0.955
2026-07-13 19:46:15.0090,0.005,-0.943,0.156,0.956
2026-07-13 19:46:15.0170,-0.006,-0.939,0.153,0.951
2026-07-13 19:46:15.0280,-0.018,-0.936,0.159,0.95
2026-07-13 19:46:15.0380,-0.025,-0.926,0.165,0.941
2026-07-13 19:46:15.0480,-0.042,-0.911,0.168,0.927
2026-07-13 19:46:15.0630,-0.061,-0.902,0.17,0.92
2026-07-13 19:46:15.0680,-0.069,-0.891,0.177,0.911
2026-07-13 19:46:15.0890,-0.073,-0.865,0.188,0.888
2026-07-13 19:46:15.0900,-0.073,-0.865,0.188,0.888
2026-07-13 19:46:15.0970,-0.069,-0.874,0.193,0.898
2026-07-13 19:46:15.1070,-0.063,-0.888,0.201,0.913
2026-07-13 19:46:15.1170,-0.055,-0.904,0.212,0.93
2026-07-13 19:46:15.1270,-0.048,-0.921,0.224,0.949
2026-07-13 19:46:15.1380,-0.035,-0.95,0.231,0.978
2026-07-13 19:46:15.1480,-0.016,-0.975,0.243,1.005
2026-07-13 19:46:15.1630,-0.005,-0.998,0.259,1.031
2026-07-13 19:46:15.1680,0.0,-1.02,0.273,1.056
2026-07-13 19:46:15.1900,0.014,-1.041,0.313,1.087
2026-07-13 19:46:15.1900,0.014,-1.041,0.313,1.087
2026-07-13 19:46:15.1970,0.007,-1.037,0.326,1.087
2026-07-13 19:46:15.2080,0.006,-1.024,0.33,1.076
2026-07-13 19:46:15.2180,0.003,-1.003,0.331,1.056
2026-07-13 19:46:15.2280,-0.003,-0.974,0.319,1.025
2026-07-13 19:46:15.2380,-0.011,-0.948,0.304,0.996
2026-07-13 19:46:15.2480,-0.028,-0.928,0.287,0.972
2026-07-13 19:46:15.2610,-0.043,-0.913,0.276,0.955
2026-07-13 19:46:15.2680,-0.056,-0.907,0.267,0.947
2026-07-13 19:46:15.2910,-0.067,-0.911,0.274,0.954
2026-07-13 19:46:15.2910,-0.067,-0.911,0.274,0.954
2026-07-13 19:46:15.2980,-0.058,-0.929,0.287,0.974
2026-07-13 19:46:15.3090,-0.05,-0.952,0.307,1.002
2026-07-13 19:46:15.3180,-0.032,-0.978,0.331,1.033
2026-07-13 19:46:15.3280,-0.007,-1.0,0.352,1.06
2026-07-13 19:46:15.3380,0.025,-1.013,0.367,1.078
2026-07-13 19:46:15.3480,0.063,-1.012,0.376,1.081
2026-07-13 19:46:15.3640,0.101,-1.001,0.377,1.074
2026-07-13 19:46:15.3920,0.157,-0.957,0.334,1.026
2026-07-13 19:46:15.3920,0.157,-0.957,0.334,1.026
2026-07-13 19:46:15.3920,0.157,-0.957,0.334,1.026
2026-07-13 19:46:15.3980,0.148,-0.944,0.313,1.005
2026-07-13 19:46:15.4090,0.129,-0.936,0.297,0.99
2026-07-13 19:46:15.4190,0.106,-0.927,0.285,0.976
2026-07-13 19:46:15.4280,0.081,-0.924,0.284,0.97
2026-07-13 19:46:15.4380,0.057,-0.92,0.299,0.969
2026-07-13 19:46:15.4480,0.034,-0.924,0.322,0.979
2026-07-13 19:46:15.4640,0.01,-0.929,0.353,0.994
2026-07-13 19:46:15.4910,-0.006,-0.963,0.409,1.046
2026-07-13 19:46:15.4920,-0.006,-0.963,0.409,1.046
2026-07-13 19:46:15.4920,-0.006,-0.963,0.409,1.046
2026-07-13 19:46:15.4980,0.014,-0.977,0.402,1.057
2026-07-13 19:46:15.5090,0.042,-0.987,0.379,1.058
2026-07-13 19:46:15.5190,0.069,-0.988,0.349,1.05
2026-07-13 19:46:15.5280,0.093,-0.986,0.313,1.039
2026-07-13 19:46:15.5390,0.11,-0.99,0.28,1.035
2026-07-13 19:46:15.5480,0.118,-0.994,0.253,1.032
2026-07-13 19:46:15.5640,0.118,-0.998,0.235,1.032
2026-07-13 19:46:15.5910,0.033,-0.975,0.239,1.004
2026-07-13 19:46:15.5910,0.033,-0.975,0.239,1.004
2026-07-13 19:46:15.5920,0.033,-0.975,0.239,1.004
2026-07-13 19:46:15.5980,-0.007,-0.963,0.26,0.998
2026-07-13 19:46:15.6090,-0.04,-0.949,0.284,0.991
2026-07-13 19:46:15.6190,-0.064,-0.933,0.304,0.983
2026-07-13 19:46:15.6280,-0.082,-0.918,0.318,0.975
2026-07-13 19:46:15.6390,-0.093,-0.907,0.326,0.968
2026-07-13 19:46:15.6490,-0.096,-0.898,0.327,0.96
2026-07-13 19:46:15.6640,-0.089,-0.89,0.321,0.95
2026-07-13 19:46:15.6910,-0.021,-0.879,0.268,0.919
2026-07-13 19:46:15.6910,-0.021,-0.879,0.268,0.919
2026-07-13 19:46:15.6920,-0.021,-0.879,0.268,0.919
2026-07-13 19:46:15.6980,-0.002,-0.887,0.249,0.921
2026-07-13 19:46:15.7090,0.007,-0.901,0.236,0.931
2026-07-13 19:46:15.7190,0.005,-0.914,0.231,0.943
2026-07-13 19:46:15.7290,-0.005,-0.934,0.234,0.963
2026-07-13 19:46:15.7390,-0.013,-0.958,0.24,0.988
2026-07-13 19:46:15.7490,-0.019,-0.98,0.249,1.011
2026-07-13 19:46:15.7640,-0.019,-1.002,0.258,1.035
2026-07-13 19:46:15.7920,-0.035,-1.021,0.292,1.063
2026-07-13 19:46:15.7930,-0.035,-1.021,0.292,1.063
2026-07-13 19:46:15.7930,-0.035,-1.021,0.292,1.063
2026-07-13 19:46:15.7990,-0.047,-1.009,0.303,1.055
2026-07-13 19:46:15.8090,-0.058,-0.998,0.311,1.047
2026-07-13 19:46:15.8190,-0.067,-0.994,0.315,1.045
2026-07-13 19:46:15.8290,-0.065,-0.996,0.315,1.047
2026-07-13 19:46:15.8390,-0.046,-0.996,0.314,1.045
2026-07-13 19:46:15.8490,-0.016,-0.993,0.303,1.038
2026-07-13 19:46:15.8650,0.014,-0.985,0.287,1.026
2026-07-13 19:46:15.8920,0.051,-0.945,0.229,0.974
2026-07-13 19:46:15.8930,0.051,-0.945,0.229,0.974
2026-07-13 19:46:15.8930,0.051,-0.945,0.229,0.974
2026-07-13 19:46:15.8990,0.028,-0.934,0.217,0.959
2026-07-13 19:46:15.9090,-0.007,-0.929,0.208,0.952
2026-07-13 19:46:15.9190,-0.049,-0.922,0.201,0.945
2026-07-13 19:46:15.9290,-0.091,-0.915,0.193,0.94
2026-07-13 19:46:15.9390,-0.131,-0.911,0.183,0.938
2026-07-13 19:46:15.9490,-0.16,-0.915,0.174,0.945
2026-07-13 19:46:15.9650,-0.179,-0.925,0.163,0.956
2026-07-13 19:46:15.9900,-0.069,-0.949,0.167,0.966
2026-07-13 19:46:15.9900,-0.069,-0.949,0.167,0.966
2026-07-13 19:46:15.9900,-0.069,-0.949,0.167,0.966
2026-07-13 19:46:15.9990,-0.008,-0.958,0.181,0.975
2026-07-13 19:46:16.0090,0.039,-0.968,0.196,0.988
2026-07-13 19:46:16.0190,0.07,-0.974,0.214,1.0
2026-07-13 19:46:16.0290,0.08,-0.97,0.233,1.001
2026-07-13 19:46:16.0390,0.063,-0.957,0.247,0.99
2026-07-13 19:46:16.0490,0.023,-0.939,0.253,0.973
2026-07-13 19:46:16.0650,-0.023,-0.923,0.252,0.957
2026-07-13 19:46:16.0900,-0.092,-0.902,0.231,0.936
2026-07-13 19:46:16.0900,-0.092,-0.902,0.231,0.936
2026-07-13 19:46:16.0900,-0.092,-0.902,0.231,0.936
2026-07-13 19:46:16.0990,-0.078,-0.898,0.219,0.928
2026-07-13 19:46:16.1090,-0.054,-0.897,0.205,0.922
2026-07-13 19:46:16.1190,-0.028,-0.898,0.196,0.92
2026-07-13 19:46:16.1290,-0.006,-0.901,0.186,0.92
2026-07-13 19:46:16.1390,0.006,-0.91,0.179,0.927
2026-07-13 19:46:16.1500,0.008,-0.925,0.182,0.943
2026-07-13 19:46:16.1650,0.01,-0.941,0.192,0.96
2026-07-13 19:46:16.1890,-0.004,-0.987,0.229,1.013
2026-07-13 19:46:16.1890,-0.004,-0.987,0.229,1.013
2026-07-13 19:46:16.1900,-0.004,-0.987,0.229,1.013
2026-07-13 19:46:16.1990,-0.016,-0.992,0.231,1.019
2026-07-13 19:46:16.2090,-0.025,-0.988,0.226,1.014
2026-07-13 19:46:16.2190,-0.032,-0.98,0.217,1.004
2026-07-13 19:46:16.2290,-0.039,-0.974,0.203,0.996
2026-07-13 19:46:16.2400,-0.046,-0.966,0.191,0.986
2026-07-13 19:46:16.2490,-0.054,-0.962,0.178,0.98
2026-07-13 19:46:16.2640,-0.053,-0.961,0.177,0.979
2026-07-13 19:46:16.2910,-0.007,-0.997,0.23,1.023
2026-07-13 19:46:16.2910,-0.007,-0.997,0.23,1.023
2026-07-13 19:46:16.2910,-0.007,-0.997,0.23,1.023
2026-07-13 19:46:16.2990,0.01,-1.01,0.253,1.041
2026-07-13 19:46:16.3090,0.021,-1.019,0.272,1.055
2026-07-13 19:46:16.3190,0.026,-1.023,0.291,1.064
2026-07-13 19:46:16.3300,0.017,-1.022,0.297,1.064
2026-07-13 19:46:16.3400,-0.007,-1.014,0.29,1.055
2026-07-13 19:46:16.3500,-0.044,-1.002,0.274,1.04
2026-07-13 19:46:16.3660,-0.081,-0.983,0.253,1.018
2026-07-13 19:46:16.3920,-0.106,-0.952,0.215,0.982
2026-07-13 19:46:16.3920,-0.106,-0.952,0.215,0.982
2026-07-13 19:46:16.3920,-0.106,-0.952,0.215,0.982
2026-07-13 19:46:16.4000,-0.084,-0.96,0.22,0.988
2026-07-13 19:46:16.4100,-0.05,-0.97,0.233,0.999
2026-07-13 19:46:16.4200,-0.01,-0.98,0.251,1.012
2026-07-13 19:46:16.4300,0.025,-0.988,0.272,1.025
2026-07-13 19:46:16.4400,0.047,-0.994,0.292,1.037
2026-07-13 19:46:16.4500,0.055,-0.997,0.31,1.046
2026-07-13 19:46:16.4650,0.046,-0.999,0.323,1.051
2026-07-13 19:46:16.4880,-0.02,-0.994,0.316,1.043
2026-07-13 19:46:16.4880,-0.02,-0.994,0.316,1.043
2026-07-13 19:46:16.4900,-0.053,-0.983,0.31,1.032
2026-07-13 19:46:16.5000,-0.07,-0.971,0.302,1.019
2026-07-13 19:46:16.5100,-0.077,-0.963,0.299,1.011
2026-07-13 19:46:16.5200,-0.073,-0.959,0.3,1.007
2026-07-13 19:46:16.5300,-0.049,-0.962,0.312,1.013
2026-07-13 19:46:16.5400,-0.022,-0.968,0.331,1.023
2026-07-13 19:46:16.5500,0.006,-0.978,0.345,1.037
2026-07-13 19:46:16.5660,0.032,-0.987,0.359,1.051
2026-07-13 19:46:16.5900,0.035,-0.974,0.355,1.037
2026-07-13 19:46:16.5910,0.035,-0.974,0.355,1.037
2026-07-13 19:46:16.5910,0.035,-0.974,0.355,1.037
2026-07-13 19:46:16.6000,0.01,-0.963,0.347,1.024
2026-07-13 19:46:16.6100,-0.019,-0.953,0.337,1.011
2026-07-13 19:46:16.6200,-0.043,-0.941,0.33,0.998
2026-07-13 19:46:16.6300,-0.062,-0.927,0.329,0.986
2026-07-13 19:46:16.6400,-0.069,-0.919,0.324,0.977
2026-07-13 19:46:16.6500,-0.07,-0.913,0.326,0.972
2026-07-13 19:46:16.6660,-0.061,-0.912,0.331,0.972
2026-07-13 19:46:16.6890,-0.034,-0.918,0.338,0.979
2026-07-13 19:46:16.6890,-0.034,-0.918,0.338,0.979
2026-07-13 19:46:16.6910,-0.014,-0.917,0.336,0.977
2026-07-13 19:46:16.7000,-0.001,-0.911,0.331,0.969
2026-07-13 19:46:16.7100,0.013,-0.904,0.327,0.961
2026-07-13 19:46:16.7200,0.017,-0.897,0.322,0.953
2026-07-13 19:46:16.7300,0.017,-0.89,0.314,0.944
2026-07-13 19:46:16.7410,0.012,-0.888,0.303,0.938
2026-07-13 19:46:16.7510,0.008,-0.894,0.293,0.941
2026-07-13 19:46:16.7660,0.004,-0.904,0.284,0.948
2026-07-13 19:46:16.7890,0.004,-0.951,0.271,0.989
2026-07-13 19:46:16.7900,0.004,-0.951,0.271,0.989
2026-07-13 19:46:16.7910,0.008,-0.98,0.278,1.019
2026-07-13 19:46:16.8000,0.003,-1.019,0.289,1.059
2026-07-13 19:46:16.8100,0.002,-1.055,0.304,1.098
2026-07-13 19:46:16.8200,0.004,-1.081,0.322,1.128
2026-07-13 19:46:16.8310,0.006,-1.093,0.333,1.143
2026-07-13 19:46:16.8410,0.003,-1.088,0.341,1.14
2026-07-13 19:46:16.8510,-0.006,-1.071,0.343,1.125
2026-07-13 19:46:16.8670,-0.019,-1.043,0.337,1.096
2026-07-13 19:46:16.8900,-0.063,-0.939,0.273,0.98
2026-07-13 19:46:16.8910,-0.063,-0.939,0.273,0.98
2026-07-13 19:46:16.8920,-0.063,-0.939,0.273,0.98
2026-07-13 19:46:16.9000,-0.071,-0.919,0.234,0.951
2026-07-13 19:46:16.9110,-0.053,-0.901,0.22,0.929
2026-07-13 19:46:16.9210,-0.044,-0.891,0.206,0.916
2026-07-13 19:46:16.9310,-0.039,-0.89,0.195,0.912
2026-07-13 19:46:16.9410,-0.031,-0.898,0.191,0.919
2026-07-13 19:46:16.9510,-0.027,-0.911,0.196,0.932
2026-07-13 19:46:16.9660,-0.023,-0.931,0.205,0.954
2026-07-13 19:46:16.9890,-0.018,-0.963,0.24,0.993
2026-07-13 19:46:16.9900,-0.018,-0.963,0.24,0.993
2026-07-13 19:46:16.9900,-0.019,-0.975,0.255,1.008
2026-07-13 19:46:17.0010,-0.022,-0.985,0.265,1.02
2026-07-13 19:46:17.0100,-0.022,-0.993,0.283,1.033
2026-07-13 19:46:17.0210,-0.019,-0.999,0.295,1.042
2026-07-13 19:46:17.0310,-0.027,-1.004,0.302,1.049
2026-07-13 19:46:17.0410,-0.032,-1.006,0.309,1.053
2026-07-13 19:46:17.0510,-0.038,-1.003,0.315,1.052
2026-07-13 19:46:17.0670,-0.042,-0.993,0.31,1.041
2026-07-13 19:46:17.0930,-0.036,-0.941,0.279,0.982
2026-07-13 19:46:17.0930,-0.036,-0.941,0.279,0.982
2026-07-13 19:46:17.0930,-0.036,-0.941,0.279,0.982
2026-07-13 19:46:17.1010,-0.031,-0.924,0.27,0.963
2026-07-13 19:46:17.1110,-0.031,-0.91,0.263,0.948
2026-07-13 19:46:17.1210,-0.024,-0.904,0.263,0.942
2026-07-13 19:46:17.1310,-0.006,-0.908,0.267,0.946
2026-07-13 19:46:17.1410,0.012,-0.914,0.271,0.953
2026-07-13 19:46:17.1510,0.029,-0.919,0.28,0.961
2026-07-13 19:46:17.1670,0.035,-0.932,0.289,0.976
2026-07-13 19:46:17.1910,0.039,-0.99,0.313,1.039
2026-07-13 19:46:17.1910,0.039,-0.99,0.313,1.039
2026-07-13 19:46:17.1910,0.039,-0.99,0.313,1.039
2026-07-13 19:46:17.2010,0.041,-0.992,0.308,1.04
2026-07-13 19:46:17.2110,0.036,-0.991,0.299,1.036
2026-07-13 19:46:17.2210,0.019,-0.992,0.286,1.033
2026-07-13 19:46:17.2310,0.011,-0.991,0.271,1.027
2026-07-13 19:46:17.2410,0.011,-0.987,0.276,1.025
2026-07-13 19:46:17.2510,0.006,-0.984,0.278,1.023
2026-07-13 19:46:17.2660,0.005,-0.983,0.282,1.023
2026-07-13 19:46:17.2900,0.01,-0.976,0.305,1.023
2026-07-13 19:46:17.2910,0.01,-0.976,0.305,1.023
2026-07-13 19:46:17.2920,0.012,-0.972,0.317,1.022
2026-07-13 19:46:17.3010,0.013,-0.963,0.333,1.019
2026-07-13 19:46:17.3110,0.016,-0.964,0.344,1.024
2026-07-13 19:46:17.3210,0.012,-0.965,0.354,1.028
2026-07-13 19:46:17.3320,0.015,-0.964,0.371,1.033
2026-07-13 19:46:17.3420,0.022,-0.957,0.389,1.033
2026-07-13 19:46:17.3520,0.025,-0.944,0.402,1.026
2026-07-13 19:46:17.3670,0.029,-0.936,0.413,1.023
2026-07-13 19:46:17.3920,0.039,-0.926,0.409,1.013
2026-07-13 19:46:17.3920,0.039,-0.926,0.409,1.013
2026-07-13 19:46:17.3920,0.039,-0.926,0.409,1.013
2026-07-13 19:46:17.4010,0.04,-0.923,0.4,1.007
2026-07-13 19:46:17.4110,0.035,-0.923,0.39,1.003
2026-07-13 19:46:17.4210,0.029,-0.927,0.38,1.002
2026-07-13 19:46:17.4320,0.026,-0.935,0.371,1.006
2026-07-13 19:46:17.4420,0.027,-0.939,0.364,1.007
2026-07-13 19:46:17.4520,0.032,-0.939,0.355,1.004
2026-07-13 19:46:17.4670,0.042,-0.937,0.35,1.001
2026-07-13 19:46:17.4900,0.053,-0.921,0.322,0.977
2026-07-13 19:46:17.4910,0.053,-0.921,0.322,0.977
2026-07-13 19:46:17.4920,0.051,-0.914,0.302,0.964
2026-07-13 19:46:17.5020,0.041,-0.917,0.285,0.961
2026-07-13 19:46:17.5110,0.036,-0.921,0.284,0.964
2026-07-13 19:46:17.5220,0.035,-0.927,0.296,0.974
2026-07-13 19:46:17.5320,0.025,-0.933,0.315,0.985
2026-07-13 19:46:17.5420,0.019,-0.942,0.335,1.0
2026-07-13 19:46:17.5520,0.012,-0.948,0.355,1.012
2026-07-13 19:46:17.5670,0.006,-0.952,0.37,1.021
2026-07-13 19:46:17.5900,0.0,-0.96,0.379,1.032
2026-07-13 19:46:17.5900,0.0,-0.96,0.379,1.032
2026-07-13 19:46:17.5920,-0.003,-0.966,0.378,1.037
